Time,X1,X2,Y1,Y2,Y3
0.106819081104,1,1,371,1116,1737
0.10744780283,1,1,368,1114,1732
0.108048027813,1,1,380,1125,1727
0.108654886159,1,1,384,1134,1720
0.109257755582,1,1,387,1137,1720
0.109859356649,1,1,385,1146,1707
0.110460983744,1,1,381,1142,1701
0.111068634778,1,1,377,1152,1685
0.111679385108,1,1,367,1159,1668
0.112283305211,1,1,379,1162,1671
0.112886308587,1,1,382,1160,1676
0.113488416305,1,1,379,1147,1680
0.114090291248,1,1,380,1157,1669
0.114694492942,1,1,386,1159,1665
0.115295330786,1,1,376,1161,1653
0.115897418198,1,1,378,1173,1643
0.116521892384,1,1,388,1175,1651
0.117127416157,1,1,382,1172,1646
0.117730629046,1,1,366,1170,1634
0.118340386449,1,1,357,1173,1626
0.118945935795,1,1,364,1170,1634
0.119555451021,1,1,358,1145,1649
0.120163295303,1,1,344,1142,1640
0.120769992297,1,1,340,1143,1631
0.121373408117,1,1,341,1154,1617
0.122008329653,1,1,327,1154,1603
0.122614182904,1,1,335,1162,1595
0.123216889267,1,1,337,1157,1602
0.123825575427,1,1,330,1157,1595
0.12442796075,1,1,330,1150,1604
0.125034736588,1,1,330,1151,1603
0.125640825715,1,1,326,1149,1597
0.126247596523,1,1,314,1147,1589
0.126849416971,1,1,322,1153,1589
0.127451614219,1,1,324,1150,1588
0.128057787503,1,1,325,1150,1581
0.128664096266,1,1,327,1153,1574
0.12926811445,1,1,333,1160,1573
0.129877026665,1,1,319,1151,1564
0.130486246261,1,1,324,1162,1556
0.131100666696,1,1,325,1156,1565
0.131701705514,1,1,324,1157,1561
0.132302620051,1,1,328,1148,1566
0.132909738491,1,1,323,1152,1555
0.133515854072,1,1,320,1147,1555
0.134128544104,1,1,317,1152,1547
0.134730011145,1,1,333,1155,1556
0.13533730216,1,1,334,1153,1557
0.135942651976,1,1,341,1167,1552
0.136547115869,1,1,344,1161,1557
0.13715054404,1,1,343,1154,1559
0.137755568397,1,1,346,1162,1552
0.138355770788,1,1,343,1160,1551
0.138965529847,1,1,325,1154,1541
0.13956577992,1,1,325,1156,1537
0.140168281824,1,1,328,1152,1540
0.140770145174,1,1,332,1152,1542
0.14138910919,1,1,321,1154,1529
0.141991573014,1,1,323,1153,1528
0.142597524564,1,1,317,1168,1503
0.143201775433,1,1,314,1167,1501
0.143819269296,1,1,304,1176,1486
0.144426847057,1,1,305,1191,1468
0.145050047718,1,1,315,1192,1477
0.145660858493,1,1,316,1181,1483
0.146272235982,1,1,325,1180,1487
0.14688969302,1,1,327,1183,1486
0.147495741716,1,1,335,1190,1489
0.148097119809,1,1,344,1192,1494
0.148698192509,1,1,342,1183,1497
0.149307318486,1,1,334,1178,1494
0.149951433616,1,1,332,1174,1492
0.150581911308,1,1,332,1175,1487
0.1511881392,1,1,330,1177,1481
0.151794696192,1,1,328,1181,1475
0.152413278893,1,1,332,1170,1484
0.153017466146,1,1,323,1168,1479
0.153620956675,1,1,329,1173,1480
0.154254893621,1,1,321,1160,1483
0.154877780501,1,1,319,1165,1474
0.155485893609,1,1,320,1167,1471
0.156090971161,1,1,323,1171,1466
0.156720494139,1,1,321,1168,1467
0.157322341744,1,1,324,1171,1463
0.157952276399,1,1,317,1172,1453
0.158556591334,1,1,317,1180,1447
0.159160172953,1,1,310,1174,1446
0.159765533462,1,1,307,1181,1434
0.160366514649,1,1,309,1170,1437
0.16098005033,1,1,312,1175,1435
0.161582316716,1,1,311,1196,1411
0.162196312199,1,1,302,1195,1403
0.16280239925,1,1,294,1201,1393
0.163414886645,1,1,289,1194,1389
0.164023077537,1,1,290,1209,1375
0.164650884742,1,1,285,1198,1379
0.165253977578,1,1,284,1201,1375
0.165854003879,1,1,274,1188,1378
0.166464743266,1,1,276,1191,1375
0.167070944614,1,1,272,1189,1369
0.167671790113,1,1,274,1201,1353
0.168277140448,1,1,268,1204,1344
0.168891347152,1,1,263,1214,1329
0.169495229471,1,1,260,1225,1313
0.17011597247,1,1,246,1216,1306
0.170717897654,1,1,245,1219,1298
0.171374123828,1,1,244,1224,1290
0.17200404939,1,1,243,1216,1291
0.172619988962,1,1,236,1221,1275
0.173220860101,1,1,237,1221,1270
0.173827466413,1,1,235,1216,1269
0.174431082314,1,1,246,1215,1271
0.175073557097,1,1,247,1230,1255
0.175675733742,1,1,249,1231,1252
0.176284539362,1,1,235,1235,1234
0.176900975878,1,1,229,1235,1224
0.177507388704,1,1,220,1232,1212
0.178133399707,1,1,215,1230,1207
0.178734993593,1,1,219,1239,1198
0.179363797697,1,1,213,1234,1195
0.17996753996,1,1,215,1243,1186
0.180567640503,1,1,206,1246,1172
0.181223201738,1,1,197,1247,1164
0.181840986758,1,1,197,1251,1156
0.182445298614,1,1,200,1261,1147
0.18304758978,1,1,193,1251,1148
0.183648330876,1,1,194,1249,1145
0.184250917193,1,1,202,1252,1146
0.184853163182,1,1,204,1251,1147
0.185506638018,1,1,193,1254,1133
0.18610748006,1,1,191,1257,1128
0.186731777337,1,1,186,1262,1114
0.187338287874,1,1,195,1271,1104
0.18794049968,1,1,197,1271,1102
0.188612205889,1,1,202,1276,1094
0.189213669298,1,1,202,1272,1096
0.189818551287,1,1,199,1264,1101
0.190424462021,1,1,196,1269,1091
0.191099114867,1,1,194,1268,1086
0.191716041891,1,1,195,1271,1084
0.1923166213,1,1,193,1272,1079
0.192924871113,1,1,198,1275,1077
0.193527810097,1,1,206,1278,1072
0.194134176346,1,1,203,1282,1063
0.194738319521,1,1,196,1272,1066
0.195339274733,1,1,192,1263,1069
0.195957775918,1,1,202,1262,1066
0.196562869476,1,1,199,1256,1069
0.197169973006,1,1,192,1253,1061
0.197770939122,1,1,183,1252,1051
0.198371905341,1,1,173,1246,1047
0.198975676901,1,1,171,1246,1043
0.199588501096,1,1,167,1244,1035
0.200206000571,1,1,177,1245,1040
0.200850898763,1,1,176,1253,1029
0.201477682577,1,1,174,1256,1018
0.202088563573,1,1,170,1260,1010
0.202714383276,1,1,158,1248,1008
0.20332958343,1,1,152,1246,998
0.203933900743,1,1,148,1240,998
0.204539451538,1,1,150,1249,989
0.205152366427,1,1,153,1242,993
0.205752824551,1,1,150,1238,990
0.206360251125,1,1,153,1240,987
0.206962213649,1,1,144,1234,978
0.207577084112,1,1,145,1237,976
0.208182616634,1,1,137,1238,965
0.208785806423,1,1,130,1236,954
0.209404821275,1,1,129,1239,944
0.210044922267,1,1,124,1242,934
0.210647785624,1,1,121,1238,931
0.211253614045,1,1,125,1246,919
0.211866691266,1,1,132,1258,908
0.212472346719,1,1,130,1269,893
0.213085538838,1,1,138,1265,903
0.213699728845,1,1,138,1265,897
0.214323636947,1,1,140,1267,897
0.214926271837,1,1,142,1274,890
0.215535552274,1,1,149,1279,890
0.216145566053,1,1,148,1278,890
0.216750842611,1,1,141,1278,883
0.21738706544,1,1,139,1279,876
0.217994120253,1,1,132,1284,864
0.218618006412,1,1,127,1283,858
0.219218078852,1,1,128,1286,856
0.219853505656,1,1,127,1280,853
0.220464453122,1,1,128,1282,848
0.221073904442,1,1,130,1281,849
0.221674895183,1,1,131,1289,840
0.222279717961,1,1,133,1285,840
0.222880592164,1,1,146,1289,843
0.223505539418,1,1,142,1284,842
0.224105670972,1,1,143,1285,838
0.224719685466,1,1,146,1291,829
0.225331598506,1,1,149,1294,825
0.225943258137,1,1,152,1299,821
0.226545793391,1,1,149,1305,812
0.227172291921,1,1,146,1296,814
0.227775570091,1,1,138,1287,813
0.228379453041,1,1,135,1289,806
0.228985722226,1,1,141,1284,809
0.229586609798,1,1,137,1284,803
0.23024961527,1,1,131,1274,803
0.230852957107,1,1,135,1271,804
0.231468719317,1,1,136,1274,798
0.232089580919,1,1,139,1280,793
0.232697691511,1,1,143,1275,796
0.233318188427,1,1,142,1277,793
0.233921085925,1,1,146,1278,790
0.234555456899,1,1,141,1280,781
0.235189297169,1,1,140,1285,775
0.235796423911,1,1,139,1291,766
0.236424984364,1,1,140,1297,759
0.23703387017,1,1,136,1294,756
0.237638659493,1,1,137,1302,749
0.238259987308,1,1,137,1306,743
0.238899671507,1,1,139,1309,744
0.239538367693,1,1,138,1306,742
0.2401620781,1,1,148,1313,743
0.240771174427,1,1,140,1307,737
0.241371846748,1,1,134,1303,731
0.24199738726,1,1,133,1305,726
0.24264643222,1,1,137,1311,724
0.243247310988,1,1,130,1310,718
0.243858887699,1,1,131,1298,723
0.244472288888,1,1,129,1304,713
0.245123796359,1,1,128,1304,708
0.245735824635,1,1,128,1301,707
0.2464486345,1,1,130,1300,704
0.247048792235,1,1,132,1299,703
0.247687425707,1,1,139,1297,708
0.248304709737,1,1,135,1295,704
0.248962116345,1,1,139,1289,700
0.249599421672,1,1,144,1286,704
0.250238882356,1,1,139,1284,701
0.250855379744,1,1,135,1275,704
0.251467040948,1,1,139,1273,704
0.25209024665,1,1,140,1270,700
0.252706514126,1,1,135,1265,694
0.253306971765,1,1,137,1267,688
0.253936884929,1,1,141,1262,689
0.25454014092,1,1,139,1256,691
0.25514923928,1,1,138,1255,687
0.255753333646,1,1,138,1262,680
0.256367893447,1,1,133,1260,677
0.256969658806,1,1,130,1252,676
0.257571869118,1,1,130,1257,669
0.258177989552,1,1,131,1246,675
0.258786763411,1,1,134,1251,671
0.25940560123,1,1,136,1245,677
0.260014544032,1,1,137,1248,671
0.260614870724,1,1,132,1236,674
0.261229481578,1,1,130,1245,661
0.261840429489,1,1,123,1245,654
0.262481617816,1,1,132,1251,653
0.263089298757,1,1,131,1247,656
0.263732863141,1,1,128,1249,649
0.264351471229,1,1,128,1241,651
0.264961958822,1,1,123,1244,643
0.265562196632,1,1,128,1246,640
0.266187504075,1,1,126,1255,627
0.266792027277,1,1,124,1258,618
0.267425823384,1,1,121,1255,618
0.268034603686,1,1,117,1256,609
0.268672189816,1,1,131,1257,616
0.269307882126,1,1,138,1256,624
0.269960671319,1,1,143,1261,618
0.270564666591,1,1,135,1252,617
0.271179135163,1,1,129,1251,612
0.27181925779,1,1,135,1248,613
0.272446359931,1,1,134,1242,612
0.273053390304,1,1,145,1246,617
0.273665435115,1,1,151,1250,617
0.274267843584,1,1,153,1255,612
0.274879078084,1,1,145,1251,608
0.275493484184,1,1,152,1252,608
0.276103654542,1,1,155,1241,614
0.276715234228,1,1,157,1237,614
0.277358001188,1,1,154,1242,606
0.277985679158,1,1,150,1238,606
0.278595168966,1,1,154,1236,612
0.279199648078,1,1,163,1238,617
0.279834013631,1,1,159,1237,612
0.280441162034,1,1,164,1238,612
0.281048904547,1,1,167,1233,618
0.281650005252,1,1,171,1229,622
0.282303405076,1,1,168,1224,622
0.282903405439,1,1,167,1220,621
0.283529214537,1,1,166,1219,619
0.284139352099,1,1,164,1210,624
0.284801372905,1,1,158,1205,621
0.285403143826,1,1,166,1203,629
0.286035389861,1,1,164,1200,624
0.286669049821,1,1,164,1200,620
0.2872696467,1,1,167,1185,632
0.287887996047,1,1,170,1180,638
0.28850133372,1,1,168,1173,639
0.289105385963,1,1,162,1175,631
0.289711397416,1,1,160,1170,628
0.290325335717,1,1,162,1176,624
0.290938302537,1,1,169,1182,621
0.291549823544,1,1,163,1186,609
0.292165813136,1,1,157,1182,605
0.29276707874,1,1,167,1180,611
0.293373647342,1,1,166,1173,617
0.293983730586,1,1,167,1168,621
0.294589323739,1,1,170,1169,621
0.295207108706,1,1,173,1160,631
0.295831307671,1,1,175,1150,633
0.296450045694,1,1,173,1141,636
0.297056283526,1,1,175,1132,641
0.297665397005,1,1,175,1120,651
0.298272602225,1,1,171,1115,646
0.298901705502,1,1,180,1121,651
0.29951062543,1,1,183,1117,658
0.300167723864,1,1,173,1104,657
0.30076797516,1,1,171,1088,665
0.301410104642,1,1,174,1091,663
0.30201509172,1,1,165,1076,665
0.302626892051,1,1,165,1073,666
0.303234282699,1,1,164,1077,659
0.30384321919,1,1,163,1073,658
0.30447375009,1,1,165,1071,658
0.305097903731,1,1,171,1068,663
0.305745757617,1,1,176,1069,663
0.306369167319,1,1,180,1071,661
0.306992110423,1,1,179,1070,661
0.30760974138,1,1,181,1066,665
0.308260069017,1,1,180,1058,664
0.308863736127,1,1,174,1055,661
0.309542129073,1,1,171,1055,658
0.310146921142,1,1,164,1049,657
0.31075827299,1,1,170,1055,655
0.311363317447,1,1,172,1058,650
0.311999506138,1,1,172,1051,655
0.312604409014,1,1,165,1044,655
0.313208028022,1,1,172,1046,652
0.313852780008,1,1,168,1040,652
0.31447202497,1,1,165,1041,650
0.315072800227,1,1,159,1037,648
0.31569411553,1,1,161,1033,650
0.316296532816,1,1,166,1031,651
0.316905126658,1,1,177,1037,656
0.317512833162,1,1,179,1022,665
0.318129122496,1,1,181,1020,667
0.3187304422,1,1,181,1017,668
0.319366052888,1,1,189,1016,677
0.319981239304,1,1,188,1018,672
0.320606419033,1,1,190,1013,677
0.321206603025,1,1,198,1022,674
0.321814199197,1,1,190,1018,672
0.322418641079,1,1,181,1012,669
0.323019267636,1,1,181,1009,668
0.323654012232,1,1,194,1011,677
0.324270018093,1,1,196,1012,676
0.324878364168,1,1,198,1013,675
0.325512561281,1,1,202,1012,674
0.326135500624,1,1,201,1002,675
0.326777847068,1,1,190,990,674
0.327387863133,1,1,187,988,673
0.327990838459,1,1,190,989,671
0.328595095201,1,1,195,987,674
0.329235973153,1,1,202,988,678
0.329840095466,1,1,202,990,676
0.330470753304,1,1,206,988,684
0.331117972639,1,1,204,982,688
0.331739422394,1,1,199,980,685
0.332359841034,1,1,207,988,683
0.332975032357,1,1,213,982,693
0.333588725746,1,1,217,985,696
0.334189868119,1,1,218,979,701
0.334822948774,1,1,226,981,703
0.33542574963,1,1,217,974,701
0.336029829651,1,1,215,967,706
0.336631320919,1,1,217,968,707
0.337273921875,1,1,231,971,714
0.337902906308,1,1,246,965,729
0.338515029679,1,1,244,959,731
0.339131417396,1,1,248,957,735
0.339736759465,1,1,249,955,736
0.340359579227,1,1,252,949,747
0.340974775556,1,1,247,930,761
0.341576946527,1,1,261,925,772
0.342187291316,1,1,271,929,778
0.34278741332,1,1,276,931,781
0.343403090513,1,1,275,926,775
0.344004360935,1,1,280,929,777
0.344606587563,1,1,279,925,776
0.345210087698,1,1,274,916,780
0.345810880244,1,1,282,912,788
0.34642280378,1,1,277,902,791
0.347029532482,1,1,272,888,796
0.34762964588,1,1,274,883,805
0.348242225906,1,1,286,884,814
0.348848199312,1,1,274,869,815
0.349477084517,1,1,275,860,825
0.350082959879,1,1,276,865,821
0.350695403444,1,1,287,852,841
0.351298223816,1,1,295,853,846
0.351905580042,1,1,303,843,864
0.352506193197,1,1,303,840,867
0.353123181366,1,1,313,838,877
0.35372692996,1,1,308,836,876
0.35434597139,1,1,302,838,870
0.354957289866,1,1,306,831,881
0.355558392832,1,1,307,826,887
0.356159249291,1,1,302,817,889
0.356763493612,1,1,298,805,891
0.35736826326,1,1,309,799,904
0.357969347259,1,1,330,804,920
0.358570460635,1,1,327,801,922
0.359171735886,1,1,336,802,930
0.35977749868,1,1,343,804,935
0.360380912155,1,1,347,800,939
0.360990527816,1,1,348,795,941
0.361598060126,1,1,344,785,949
0.362208973919,1,1,350,781,957
0.362833189919,1,1,361,778,967
0.363435523021,1,1,371,777,982
0.364040807559,1,1,377,775,986
0.364647935952,1,1,378,768,992
0.365249842496,1,1,387,769,998
0.365865827866,1,1,393,774,999
0.366467169087,1,1,398,770,1008
0.367071130542,1,1,406,768,1018
0.367673105027,1,1,398,757,1023
0.36827738156,1,1,419,757,1040
0.36889913268,1,1,416,746,1046
0.369508790009,1,1,441,753,1062
0.370152276154,1,1,433,747,1060
0.370794043688,1,1,449,748,1075
0.371402483442,1,1,463,743,1092
0.37201596198,1,1,471,740,1101
0.372626905186,1,1,467,736,1103
0.373227876797,1,1,470,729,1115
0.373844507839,1,1,474,722,1126
0.374462893339,1,1,473,716,1139
0.375067260822,1,1,473,712,1141
0.37566883473,1,1,485,720,1145
0.37626973732,1,1,495,721,1160
0.376873771093,1,1,496,710,1172
0.377473797422,1,1,507,712,1183
0.378094251837,1,1,533,722,1199
0.378694785948,1,1,540,716,1216
0.379295400131,1,1,549,716,1227
0.379899269192,1,1,562,704,1256
0.380510137833,1,1,589,704,1281
0.381113029571,1,1,594,705,1287
0.381729352748,1,1,604,692,1310
0.382335084679,1,1,625,692,1331
0.382936350594,1,1,634,688,1346
0.383539920146,1,1,640,681,1359
0.384143874137,1,1,674,689,1387
0.384752088119,1,1,682,678,1404
0.385392845799,1,1,706,678,1426
0.386001202408,1,1,724,672,1454
0.386603548616,1,1,729,671,1468
0.38721107797,1,1,737,657,1496
0.387811693988,1,1,760,656,1524
0.388412486491,1,1,772,648,1550
0.389023972214,1,1,784,637,1579
0.389628374646,1,1,813,633,1618
0.390229247907,1,1,824,626,1644
0.39084088171,1,1,842,604,1688
0.391446638695,1,1,835,593,1700
0.392048871695,1,1,846,582,1726
0.392664162461,1,1,887,576,1773
0.393264568572,1,1,894,570,1794
0.393865022777,1,1,914,567,1821
0.394471882768,1,1,926,567,1841
0.39507288301,1,1,963,559,1886
0.395677806428,1,1,971,549,1912
0.396283003073,1,1,986,532,1950
0.396883199506,1,1,1013,542,1977
0.397492720374,1,1,1034,546,2006
0.398095810831,1,1,1052,544,2032
0.398701756364,1,1,1063,533,2068
0.399308688805,1,1,1094,532,2106
0.399909835023,1,1,1122,539,2139
0.400519328587,1,1,1142,545,2161
0.401125822225,1,1,1156,548,2192
0.401731573232,1,1,1167,536,2225
0.402331935171,1,1,1205,525,2286
0.40293665044,1,1,1224,521,2325
0.403539614478,1,1,1239,506,2375
0.404142086434,1,1,1256,506,2404
0.404743936519,1,1,1274,515,2423
0.405346371803,1,1,1302,519,2459
0.405954619223,1,1,1338,507,2515
0.406555433425,1,1,1340,505,2545
0.407162047281,1,1,1372,496,2594
0.407762631175,1,1,1402,513,2633
0.408363301822,1,1,1433,511,2676
0.40896564889,1,1,1460,514,2726
0.409568117537,1,1,1474,503,2773
0.410174692343,1,1,1495,509,2814
0.410774907286,1,1,1531,494,2887
0.411376893182,1,1,1567,494,2939
0.411977048486,1,1,1594,493,2987
0.412578175231,1,1,1619,497,3034
0.41318614124,1,1,1635,495,3070
0.413786256945,1,1,1679,490,3139
0.414386529683,1,1,1727,484,3215
0.414994441775,1,1,1754,472,3278
0.415595087714,1,1,1806,481,3341
0.416196102897,1,1,1866,476,3424
0.416797605194,1,1,1933,474,3515
0.41739850735,1,1,1961,476,3571
0.418000624829,1,1,1978,463,3639
0.418601474377,1,1,2030,471,3717
0.419202405673,1,1,2071,452,3807
0.419805127423,1,1,2071,455,3868
0.42040636654,1,1,2096,449,3949
0.421008976927,1,1,2113,453,4014
0.421611607384,1,1,2124,450,4078
0.422212722485,1,1,2180,449,4165
0.422816392422,1,1,2231,464,4243
0.423417559512,1,1,2267,454,4337
0.424023378474,1,1,2278,455,4399
0.424624801042,1,1,2273,456,4441
0.425225021815,1,1,2306,461,4519
0.425825130917,1,1,2345,458,4615
0.426427459702,1,1,2390,471,4697
0.427027806716,1,1,2407,459,4780
0.42763171258,1,1,2424,461,4845
0.428231777138,1,1,2478,465,4937
0.428831845294,1,1,2483,451,5006
0.429434046255,1,1,2505,464,5083
0.430038642808,1,1,2542,463,5177
0.430639225484,1,1,2561,483,5246
0.431244515083,1,1,2609,482,5335
0.431845140009,1,1,2641,487,5426
0.432446033239,1,1,2695,492,5521
0.433047104531,1,1,2737,494,5617
0.433650012271,1,1,2750,498,5708
0.434250464351,1,1,2749,523,5752
0.434850707238,1,1,2793,501,5882
0.435453957162,1,1,2792,488,5978
0.436055701926,1,1,2815,511,6044
0.436656272506,1,1,2854,539,6103
0.437257614061,1,1,2869,548,6177
0.437857974013,1,1,2903,548,6275
0.438458338751,1,1,2953,534,6405
0.439059816144,1,1,2981,540,6497
0.439665493667,1,1,2993,553,6588
0.440265794192,1,1,2978,552,6660
0.44086634587,1,1,2976,534,6754
0.44146729329,1,1,3001,543,6840
0.44206821141,1,1,2990,534,6940
0.442669061675,1,1,2991,559,7002
0.443271835666,1,1,2987,569,7078
0.44387294756,1,1,2956,572,7144
0.444473987522,1,1,2940,598,7200
0.445074440811,1,1,2925,602,7281
0.445675654906,1,1,2905,597,7356
0.446276280092,1,1,2933,613,7440
0.446878245179,1,1,2919,605,7516
0.447478420305,1,1,2870,595,7577
0.448078666885,1,1,2880,606,7636
0.448679175457,1,1,2887,635,7680
0.449279472598,1,1,2877,635,7760
0.449881241216,1,1,2930,655,7845
0.450482456461,1,1,2926,662,7920
0.451082895061,1,1,2931,649,7994
0.451684803625,1,1,2906,649,8053
0.452284810864,1,1,2900,671,8093
0.452888648145,1,1,2910,689,8153
0.453488740267,1,1,2878,705,8193
0.454091267875,1,1,2861,716,8241
0.454691808974,1,1,2862,730,8290
0.455293739357,1,1,2800,720,8330
0.455894152214,1,1,2793,704,8401
0.456495389694,1,1,2792,711,8457
0.457098136129,1,1,2772,727,8499
