Time,?c1,Y1(),Y2()
0.,100000,1010,1008
0.00300138369283,100000,996,1013
0.00601031440518,100000,983,1026
0.00902162285854,100000,973,1044
0.0120282711274,100000,962,1053
0.01502961657,100000,945,1056
0.0180602681042,100000,949,1046
0.0210663626754,100000,939,1044
0.0240724832378,100000,932,1047
0.0271143209881,100000,942,1046
0.0301328036191,100000,945,1051
0.033135468211,100000,940,1036
0.0361576702582,100000,937,1033
0.0391755265171,100000,951,1035
0.0421902261292,100000,954,1039
0.0451905072854,100000,967,1040
0.0481918960219,100000,963,1034
0.0511945627474,100000,986,1041
0.0542291237237,100000,980,1054
0.0572672619263,100000,962,1054
0.0602801456713,100000,953,1051
0.0632836903297,100000,947,1058
0.0663157520716,100000,971,1042
0.0693279648191,100000,971,1043
0.072346332778,100000,966,1037
0.0753508947879,100000,959,1043
0.0783733893817,100000,973,1031
0.0814254032753,100000,986,1031
0.0844307651272,100000,982,1020
0.0874315907778,100000,981,1019
0.0904727334892,100000,971,1008
0.0934993313847,100000,962,999
0.0965235431365,100000,966,992
0.0996110951399,100000,958,989
0.102683640124,100000,977,986
0.105696264729,100000,991,983
0.108728041053,100000,995,985
0.111742377192,100000,1004,991
0.114797144212,100000,996,998
0.11780319728,100000,988,1007
0.120816341704,100000,975,999
0.123859014223,100000,1001,997
0.126896540894,100000,1014,995
0.129901152745,100000,1011,989
0.132957414189,100000,1025,972
0.136051270148,100000,1017,974
0.139078782958,100000,999,986
0.142102599022,100000,1009,986
0.145107851181,100000,1012,992
0.148110645747,100000,1012,996
0.151116504173,100000,1002,995
0.154118928538,100000,991,996
0.157139306324,100000,990,1007
0.160178112572,100000,1000,1005
0.163210195897,100000,1006,1005
0.166233349162,100000,1000,1007
0.169249123407,100000,1003,1005
0.172280073572,100000,987,1016
0.175317355198,100000,997,1013
0.178327831228,100000,1003,1023
0.181345390988,100000,986,1025
0.184466793044,100000,991,1020
0.187494812972,100000,986,1021
0.190499813405,100000,991,1024
0.193523418322,100000,1000,1021
0.196533349035,100000,984,1024
0.19953741025,100000,988,1040
0.202572376713,100000,986,1032
0.205587765327,100000,984,1033
0.20860062381,100000,988,1043
0.211607849863,100000,980,1054
0.21461269942,100000,980,1056
0.217621366668,100000,989,1069
0.220622408351,100000,991,1066
0.223637250114,100000,989,1073
0.226669566607,100000,987,1054
0.229677936291,100000,982,1047
0.232690730171,100000,978,1038
0.235749288782,100000,974,1041
0.238822909549,100000,960,1040
0.241882166691,100000,959,1028
0.244900615194,100000,953,1023
0.247954407971,100000,965,1003
0.250981041763,100000,965,1015
0.254003675145,100000,932,1011
0.257023941647,100000,929,1010
0.260029451798,100000,924,1015
0.263046109536,100000,927,1015
0.266046964868,100000,937,1011
0.269068050726,100000,925,1008
0.272122014253,100000,914,1010
0.275147789648,100000,906,1011
0.278158121177,100000,902,1002
0.281166646631,100000,893,1005
0.284170890629,100000,896,1008
0.287172772304,100000,897,1010
0.290181876093,100000,905,1017
0.293204958426,100000,895,1015
0.296213917429,100000,891,1019
0.29928783197,100000,876,1015
0.302307875517,100000,881,1005
0.305308636514,100000,878,1000
0.308308789536,100000,879,993
0.311331320069,100000,862,989
0.314353043482,100000,866,987
0.317361164571,100000,885,981
0.320375196611,100000,881,973
0.323454037374,100000,880,967
0.326478984773,100000,886,965
0.329481800885,100000,870,961
0.332510205803,100000,875,954
0.335515392703,100000,873,952
0.338525518266,100000,877,937
0.341540514628,100000,878,942
0.344549072408,100000,875,938
0.347549392067,100000,857,933
0.350556310641,100000,864,929
0.353566307712,100000,874,913
0.356609090835,100000,872,906
0.359626455802,100000,883,905
0.362628789201,100000,893,891
0.365669732161,100000,909,879
0.368682826693,100000,921,869
0.371716822502,100000,927,860
0.374723052232,100000,942,856
0.377735835833,100000,970,852
0.380786868752,100000,962,849
0.383797447989,100000,955,855
0.386865911126,100000,973,855
0.389886222161,100000,975,857
0.392938597308,100000,979,847
0.39596467089,100000,981,855
0.398988683264,100000,986,859
0.402037753377,100000,999,857
0.405048994273,100000,1017,850
0.408051624775,100000,1045,837
0.411080169854,100000,1061,842
0.414124403445,100000,1072,834
0.417131017651,100000,1076,818
0.420155664214,100000,1083,813
0.423180641223,100000,1085,812
0.426190735353,100000,1078,829
0.429210605882,100000,1101,833
0.432212915954,100000,1103,832
0.435238224582,100000,1092,851
0.438244428584,100000,1090,864
0.441278056756,100000,1091,864
0.444347706355,100000,1084,869
0.447384919532,100000,1089,864
0.450395663749,100000,1098,849
0.453409342137,100000,1102,857
0.456486781962,100000,1107,863
0.459581403354,100000,1097,879
0.462623396247,100000,1102,877
0.465689022587,100000,1106,884
0.468704076416,100000,1101,880
0.47173830685,100000,1106,887
0.474740169496,100000,1106,888
0.477760287302,100000,1113,895
0.480794480246,100000,1108,892
0.483847220712,100000,1138,889
0.486855482711,100000,1136,900
0.489887405071,100000,1130,902
0.492890709428,100000,1136,897
0.495934957041,100000,1146,895
0.499006319824,100000,1160,893
0.502010897059,100000,1152,911
0.505025695135,100000,1153,909
0.508029843962,100000,1158,911
0.51103092133,100000,1173,899
0.514035512121,100000,1173,905
0.517081709067,100000,1151,912
0.520125021644,100000,1156,912
0.523159088181,100000,1148,913
0.526160221356,100000,1155,915
0.5291749323,100000,1167,921
0.532185281155,100000,1166,926
0.535297462766,100000,1169,931
0.538325359882,100000,1181,940
0.541330554371,100000,1200,937
0.544334060327,100000,1194,940
0.547336751556,100000,1199,947
0.550345526887,100000,1202,953
0.553349735175,100000,1204,966
0.556374648312,100000,1203,980
0.55939903596,100000,1189,993
0.562414859454,100000,1176,994
0.565435198202,100000,1179,1011
0.568455509399,100000,1188,1020
0.571462902385,100000,1200,1023
0.574474200597,100000,1203,1037
0.577496338901,100000,1197,1048
0.580534739765,100000,1187,1053
0.583546807844,100000,1179,1059
0.586547908707,100000,1186,1059
0.589560306549,100000,1173,1066
0.592596006951,100000,1152,1079
0.595597605946,100000,1157,1078
0.598600877019,100000,1151,1093
0.601605074872,100000,1161,1088
0.604661949382,100000,1156,1101
0.607666597325,100000,1153,1104
0.610700190334,100000,1134,1109
0.613734840198,100000,1137,1110
0.616737436342,100000,1119,1135
0.619738248629,100000,1121,1124
0.622750749582,100000,1137,1123
0.625765687784,100000,1129,1125
0.628805163798,100000,1128,1120
0.631811077695,100000,1124,1123
0.634826559521,100000,1129,1121
0.63784133133,100000,1125,1128
0.640885183178,100000,1106,1122
0.643925657477,100000,1108,1125
0.646939361219,100000,1113,1134
0.649944817217,100000,1086,1150
0.653005074139,100000,1078,1150
0.656068805608,100000,1094,1154
0.65907863821,100000,1059,1156
0.66208112233,100000,1057,1147
0.665102790573,100000,1053,1144
0.668165665214,100000,1032,1155
0.671173065725,100000,1034,1156
0.674189933662,100000,1050,1148
0.677200876286,100000,1043,1144
0.680230633248,100000,1040,1153
0.683242155762,100000,1036,1148
0.686258576476,100000,1021,1156
