Time, Na, Na_plus
2.378999999999976e-2, 29, 71
2.3819999999999758e-2, 31, 69
2.3849999999999757e-2, 27, 73
2.3879999999999756e-2, 30, 70
2.3909999999999754e-2, 28, 72
2.3939999999999753e-2, 25, 75
2.3969999999999752e-2, 25, 75
2.399999999999975e-2, 25, 75
2.402999999999975e-2, 22, 78
2.4059999999999748e-2, 22, 78
2.4089999999999747e-2, 21, 79
2.4119999999999746e-2, 22, 78
2.4149999999999745e-2, 26, 74
2.4179999999999743e-2, 28, 72
2.4209999999999742e-2, 27, 73
2.423999999999974e-2, 27, 73
2.426999999999974e-2, 19, 81
2.429999999999974e-2, 24, 76
2.4329999999999737e-2, 22, 78
2.4359999999999736e-2, 24, 76
2.4389999999999735e-2, 25, 75
2.4419999999999734e-2, 27, 73
2.4449999999999732e-2, 22, 78
2.447999999999973e-2, 25, 75
2.450999999999973e-2, 22, 78
2.453999999999973e-2, 22, 78
2.4569999999999727e-2, 28, 72
2.4599999999999726e-2, 24, 76
2.4629999999999725e-2, 26, 74
2.4659999999999724e-2, 20, 80
2.4689999999999723e-2, 27, 73
2.471999999999972e-2, 28, 72
2.474999999999972e-2, 28, 72
2.477999999999972e-2, 27, 73
2.4809999999999718e-2, 27, 73
2.4839999999999716e-2, 25, 75
2.4869999999999715e-2, 28, 72
2.4899999999999714e-2, 29, 71
2.4929999999999713e-2, 24, 76
2.495999999999971e-2, 28, 72
2.498999999999971e-2, 29, 71
2.501999999999971e-2, 28, 72
2.5049999999999708e-2, 26, 74
2.5079999999999707e-2, 30, 70
2.5109999999999705e-2, 25, 75
2.5139999999999704e-2, 30, 70
2.5169999999999703e-2, 25, 75
2.5199999999999702e-2, 22, 78
2.52299999999997e-2, 24, 76
2.52599999999997e-2, 26, 74
2.5289999999999698e-2, 23, 77
2.5319999999999697e-2, 23, 77
2.5349999999999696e-2, 24, 76
2.5379999999999694e-2, 24, 76
2.5409999999999693e-2, 24, 76
2.5439999999999692e-2, 24, 76
2.546999999999969e-2, 27, 73
2.549999999999969e-2, 27, 73
2.552999999999969e-2, 24, 76
2.5559999999999687e-2, 19, 81
2.5589999999999686e-2, 28, 72
2.5619999999999685e-2, 31, 69
2.5649999999999683e-2, 28, 72
2.5679999999999682e-2, 28, 72
2.570999999999968e-2, 27, 73
2.573999999999968e-2, 26, 74
2.576999999999968e-2, 24, 76
2.5799999999999677e-2, 23, 77
2.5829999999999676e-2, 29, 71
2.5859999999999675e-2, 30, 70
2.5889999999999674e-2, 28, 72
2.5919999999999672e-2, 30, 70
2.594999999999967e-2, 29, 71
2.597999999999967e-2, 28, 72
2.600999999999967e-2, 30, 70
2.6039999999999668e-2, 29, 71
2.6069999999999666e-2, 27, 73
2.6099999999999665e-2, 26, 74
2.6129999999999664e-2, 25, 75
2.6159999999999663e-2, 23, 77
2.618999999999966e-2, 22, 78
2.621999999999966e-2, 24, 76
2.624999999999966e-2, 22, 78
2.6279999999999658e-2, 21, 79
2.6309999999999657e-2, 26, 74
2.6339999999999655e-2, 34, 66
2.6369999999999654e-2, 28, 72
2.6399999999999653e-2, 27, 73
2.642999999999965e-2, 28, 72
2.645999999999965e-2, 28, 72
2.648999999999965e-2, 26, 74
2.6519999999999648e-2, 26, 74
2.6549999999999647e-2, 30, 70
2.6579999999999646e-2, 28, 72
2.6609999999999644e-2, 27, 73
2.6639999999999643e-2, 26, 74
2.6669999999999642e-2, 26, 74
2.669999999999964e-2, 26, 74
2.672999999999964e-2, 27, 73
2.6759999999999638e-2, 28, 72
2.6789999999999637e-2, 29, 71
2.6819999999999636e-2, 26, 74
2.6849999999999635e-2, 31, 69
2.6879999999999633e-2, 28, 72
2.6909999999999632e-2, 31, 69
2.693999999999963e-2, 30, 70
2.696999999999963e-2, 25, 75
2.699999999999963e-2, 22, 78
2.7029999999999627e-2, 22, 78
2.7059999999999626e-2, 21, 79
2.7089999999999625e-2, 25, 75
2.7119999999999624e-2, 28, 72
2.7149999999999622e-2, 31, 69
2.717999999999962e-2, 26, 74
2.720999999999962e-2, 23, 77
2.723999999999962e-2, 19, 81
2.7269999999999617e-2, 17, 83
2.7299999999999616e-2, 17, 83
2.7329999999999615e-2, 19, 81
2.7359999999999614e-2, 27, 73
2.7389999999999613e-2, 29, 71
2.741999999999961e-2, 24, 76
2.744999999999961e-2, 26, 74
2.747999999999961e-2, 25, 75
2.7509999999999608e-2, 22, 78
2.7539999999999606e-2, 25, 75
2.7569999999999605e-2, 22, 78
2.7599999999999604e-2, 25, 75
2.7629999999999603e-2, 23, 77
2.76599999999996e-2, 23, 77
2.76899999999996e-2, 23, 77
2.77199999999996e-2, 27, 73
2.7749999999999598e-2, 28, 72
2.7779999999999597e-2, 33, 67
2.7809999999999595e-2, 31, 69
2.7839999999999594e-2, 27, 73
2.7869999999999593e-2, 25, 75
2.7899999999999592e-2, 23, 77
2.792999999999959e-2, 26, 74
2.795999999999959e-2, 27, 73
2.7989999999999588e-2, 23, 77
2.8019999999999587e-2, 23, 77
2.8049999999999586e-2, 25, 75
2.8079999999999584e-2, 21, 79
2.8109999999999583e-2, 20, 80
2.8139999999999582e-2, 26, 74
2.816999999999958e-2, 24, 76
2.819999999999958e-2, 29, 71
2.822999999999958e-2, 30, 70
2.8259999999999577e-2, 29, 71
2.8289999999999576e-2, 29, 71
2.8319999999999575e-2, 26, 74
2.8349999999999573e-2, 29, 71
2.8379999999999572e-2, 26, 74
2.840999999999957e-2, 22, 78
2.843999999999957e-2, 23, 77
2.846999999999957e-2, 25, 75
2.8499999999999567e-2, 25, 75
2.8529999999999566e-2, 28, 72
2.8559999999999565e-2, 25, 75
2.8589999999999564e-2, 25, 75
2.8619999999999562e-2, 26, 74
2.864999999999956e-2, 27, 73
2.867999999999956e-2, 25, 75
2.870999999999956e-2, 25, 75
2.8739999999999558e-2, 24, 76
2.8769999999999556e-2, 26, 74
2.8799999999999555e-2, 24, 76
2.8829999999999554e-2, 25, 75
2.8859999999999553e-2, 20, 80
2.888999999999955e-2, 21, 79
2.891999999999955e-2, 23, 77
2.894999999999955e-2, 20, 80
2.8979999999999548e-2, 22, 78
2.9009999999999547e-2, 27, 73
2.9039999999999545e-2, 22, 78
2.9069999999999544e-2, 24, 76
2.9099999999999543e-2, 28, 72
2.912999999999954e-2, 27, 73
2.915999999999954e-2, 25, 75
2.918999999999954e-2, 25, 75
2.9219999999999538e-2, 28, 72
2.9249999999999537e-2, 23, 77
2.9279999999999536e-2, 24, 76
2.9309999999999534e-2, 27, 73
2.9339999999999533e-2, 22, 78
2.9369999999999532e-2, 23, 77
2.939999999999953e-2, 21, 79
2.942999999999953e-2, 25, 75
2.9459999999999528e-2, 27, 73
2.9489999999999527e-2, 26, 74
2.9519999999999526e-2, 22, 78
2.9549999999999525e-2, 23, 77
2.9579999999999523e-2, 17, 83
2.9609999999999522e-2, 20, 80
2.963999999999952e-2, 22, 78
2.966999999999952e-2, 24, 76
2.969999999999952e-2, 23, 77
2.9729999999999517e-2, 23, 77
2.9759999999999516e-2, 24, 76
2.9789999999999515e-2, 21, 79
2.9819999999999514e-2, 21, 79
2.9849999999999512e-2, 25, 75
2.987999999999951e-2, 22, 78
2.990999999999951e-2, 26, 74
2.993999999999951e-2, 27, 73
2.9969999999999507e-2, 25, 75
2.9999999999999506e-2, 27, 73
3.0029999999999505e-2, 25, 75
