Time, H, H_Bound
4.787999999999958e-3, 4, 96
4.793999999999958e-3, 4, 96
4.799999999999958e-3, 4, 96
4.805999999999958e-3, 4, 96
4.811999999999958e-3, 4, 96
4.817999999999958e-3, 4, 96
4.823999999999958e-3, 4, 96
4.829999999999958e-3, 4, 96
4.8359999999999575e-3, 4, 96
4.8419999999999574e-3, 4, 96
4.847999999999957e-3, 4, 96
4.853999999999957e-3, 4, 96
4.859999999999957e-3, 4, 96
4.865999999999957e-3, 4, 96
4.871999999999957e-3, 4, 96
4.877999999999957e-3, 4, 96
4.883999999999957e-3, 4, 96
4.889999999999957e-3, 4, 96
4.895999999999957e-3, 4, 96
4.901999999999957e-3, 4, 96
4.907999999999957e-3, 4, 96
4.913999999999957e-3, 4, 96
4.9199999999999565e-3, 4, 96
4.9259999999999565e-3, 4, 96
4.931999999999956e-3, 4, 96
4.937999999999956e-3, 4, 96
4.943999999999956e-3, 4, 96
4.949999999999956e-3, 4, 96
4.955999999999956e-3, 4, 96
4.961999999999956e-3, 4, 96
4.967999999999956e-3, 4, 96
4.973999999999956e-3, 4, 96
4.979999999999956e-3, 4, 96
4.985999999999956e-3, 4, 96
4.991999999999956e-3, 4, 96
4.997999999999956e-3, 4, 96
5.0039999999999555e-3, 4, 96
5.0099999999999555e-3, 4, 96
5.015999999999955e-3, 3, 97
5.021999999999955e-3, 3, 97
5.027999999999955e-3, 3, 97
5.033999999999955e-3, 3, 97
5.039999999999955e-3, 3, 97
5.045999999999955e-3, 3, 97
5.051999999999955e-3, 3, 97
5.057999999999955e-3, 3, 97
5.063999999999955e-3, 3, 97
5.069999999999955e-3, 3, 97
5.075999999999955e-3, 3, 97
5.081999999999955e-3, 3, 97
5.0879999999999545e-3, 3, 97
5.0939999999999545e-3, 3, 97
5.099999999999954e-3, 3, 97
5.105999999999954e-3, 3, 97
5.111999999999954e-3, 3, 97
5.117999999999954e-3, 3, 97
5.123999999999954e-3, 3, 97
5.129999999999954e-3, 3, 97
5.135999999999954e-3, 3, 97
5.141999999999954e-3, 3, 97
5.147999999999954e-3, 3, 97
5.153999999999954e-3, 3, 97
5.159999999999954e-3, 3, 97
5.165999999999954e-3, 4, 96
5.1719999999999535e-3, 4, 96
5.1779999999999535e-3, 4, 96
5.183999999999953e-3, 4, 96
5.189999999999953e-3, 4, 96
5.195999999999953e-3, 4, 96
5.201999999999953e-3, 4, 96
5.207999999999953e-3, 4, 96
5.213999999999953e-3, 4, 96
5.219999999999953e-3, 4, 96
5.225999999999953e-3, 4, 96
5.231999999999953e-3, 4, 96
5.237999999999953e-3, 4, 96
5.243999999999953e-3, 4, 96
5.249999999999953e-3, 4, 96
5.2559999999999526e-3, 4, 96
5.2619999999999525e-3, 4, 96
5.267999999999952e-3, 4, 96
5.273999999999952e-3, 4, 96
5.279999999999952e-3, 4, 96
5.285999999999952e-3, 4, 96
5.291999999999952e-3, 4, 96
5.297999999999952e-3, 4, 96
5.303999999999952e-3, 4, 96
5.309999999999952e-3, 4, 96
5.315999999999952e-3, 4, 96
5.321999999999952e-3, 4, 96
5.327999999999952e-3, 4, 96
5.333999999999952e-3, 4, 96
5.3399999999999516e-3, 4, 96
5.3459999999999515e-3, 4, 96
5.351999999999951e-3, 4, 96
5.357999999999951e-3, 4, 96
5.363999999999951e-3, 4, 96
5.369999999999951e-3, 4, 96
5.375999999999951e-3, 4, 96
5.381999999999951e-3, 4, 96
5.387999999999951e-3, 4, 96
5.393999999999951e-3, 4, 96
5.399999999999951e-3, 4, 96
5.405999999999951e-3, 4, 96
5.411999999999951e-3, 4, 96
5.417999999999951e-3, 4, 96
5.4239999999999506e-3, 4, 96
5.4299999999999505e-3, 4, 96
5.43599999999995e-3, 4, 96
5.44199999999995e-3, 4, 96
5.44799999999995e-3, 4, 96
5.45399999999995e-3, 4, 96
5.45999999999995e-3, 4, 96
5.46599999999995e-3, 4, 96
5.47199999999995e-3, 4, 96
5.47799999999995e-3, 4, 96
5.48399999999995e-3, 4, 96
5.48999999999995e-3, 4, 96
5.49599999999995e-3, 4, 96
5.50199999999995e-3, 4, 96
5.50799999999995e-3, 4, 96
5.5139999999999495e-3, 4, 96
5.519999999999949e-3, 4, 96
5.525999999999949e-3, 4, 96
5.531999999999949e-3, 4, 96
5.537999999999949e-3, 4, 96
5.543999999999949e-3, 4, 96
5.549999999999949e-3, 4, 96
5.555999999999949e-3, 4, 96
5.561999999999949e-3, 4, 96
5.567999999999949e-3, 4, 96
5.573999999999949e-3, 4, 96
5.579999999999949e-3, 4, 96
5.585999999999949e-3, 4, 96
5.591999999999949e-3, 4, 96
5.5979999999999485e-3, 4, 96
5.603999999999948e-3, 4, 96
5.609999999999948e-3, 4, 96
5.615999999999948e-3, 4, 96
5.621999999999948e-3, 4, 96
5.627999999999948e-3, 4, 96
5.633999999999948e-3, 4, 96
5.639999999999948e-3, 4, 96
5.645999999999948e-3, 4, 96
5.651999999999948e-3, 4, 96
5.657999999999948e-3, 4, 96
5.663999999999948e-3, 4, 96
5.669999999999948e-3, 4, 96
5.675999999999948e-3, 4, 96
5.6819999999999475e-3, 4, 96
5.6879999999999474e-3, 4, 96
5.693999999999947e-3, 4, 96
5.699999999999947e-3, 4, 96
5.705999999999947e-3, 4, 96
5.711999999999947e-3, 4, 96
5.717999999999947e-3, 4, 96
5.723999999999947e-3, 4, 96
5.729999999999947e-3, 4, 96
5.735999999999947e-3, 4, 96
5.741999999999947e-3, 4, 96
5.747999999999947e-3, 4, 96
5.753999999999947e-3, 4, 96
5.759999999999947e-3, 4, 96
5.7659999999999465e-3, 4, 96
5.7719999999999464e-3, 4, 96
5.777999999999946e-3, 4, 96
5.783999999999946e-3, 4, 96
5.789999999999946e-3, 4, 96
5.795999999999946e-3, 4, 96
5.801999999999946e-3, 4, 96
5.807999999999946e-3, 4, 96
5.813999999999946e-3, 4, 96
5.819999999999946e-3, 4, 96
5.825999999999946e-3, 4, 96
5.831999999999946e-3, 4, 96
5.837999999999946e-3, 4, 96
5.843999999999946e-3, 4, 96
5.8499999999999455e-3, 4, 96
5.8559999999999455e-3, 4, 96
5.861999999999945e-3, 4, 96
5.867999999999945e-3, 4, 96
5.873999999999945e-3, 4, 96
5.879999999999945e-3, 4, 96
5.885999999999945e-3, 4, 96
5.891999999999945e-3, 4, 96
5.897999999999945e-3, 4, 96
5.903999999999945e-3, 4, 96
5.909999999999945e-3, 4, 96
5.915999999999945e-3, 4, 96
5.921999999999945e-3, 4, 96
5.927999999999945e-3, 4, 96
5.9339999999999445e-3, 4, 96
5.9399999999999445e-3, 4, 96
5.945999999999944e-3, 4, 96
5.951999999999944e-3, 4, 96
5.957999999999944e-3, 4, 96
5.963999999999944e-3, 4, 96
5.969999999999944e-3, 4, 96
5.975999999999944e-3, 4, 96
5.981999999999944e-3, 4, 96
5.987999999999944e-3, 4, 96
5.993999999999944e-3, 4, 96
5.999999999999944e-3, 4, 96
6.005999999999944e-3, 4, 96
