Time, KKK, KKKst, KK, KK_PP, KK_P, K, K_PP, K_P
0.2, 96, 1, 87, 0, 10, 100, 0, 0
0.4, 93, 0, 60, 0, 26, 73, 2, 18
0.6000000000000001, 89, 1, 18, 39, 32, 15, 81, 2
0.8, 87, 9, 10, 78, 6, 9, 87, 1
1.0, 83, 10, 9, 80, 4, 4, 93, 2
1.2, 79, 16, 6, 88, 2, 2, 97, 1
1.4, 78, 17, 4, 89, 1, 1, 96, 1
1.5999999999999999, 76, 21, 1, 96, 0, 1, 97, 1
1.7999999999999998, 74, 23, 4, 93, 0, 1, 95, 2
1.9999999999999998, 69, 28, 2, 96, 0, 1, 97, 1
2.1999999999999997, 66, 31, 3, 94, 0, 1, 96, 2
2.4, 62, 35, 2, 95, 0, 1, 96, 2
2.6, 56, 40, 1, 93, 0, 1, 95, 2
2.8000000000000003, 55, 42, 0, 94, 2, 1, 95, 2
3.0000000000000004, 51, 46, 0, 95, 1, 1, 94, 2
3.2000000000000006, 49, 48, 0, 95, 0, 1, 96, 0
3.400000000000001, 45, 51, 0, 97, 0, 0, 98, 0
3.600000000000001, 40, 57, 0, 98, 0, 0, 98, 0
3.800000000000001, 39, 59, 0, 99, 0, 0, 98, 0
4.000000000000001, 40, 59, 0, 98, 0, 0, 98, 0
4.200000000000001, 40, 59, 0, 98, 0, 0, 98, 0
4.400000000000001, 39, 60, 0, 98, 0, 0, 98, 0
4.600000000000001, 34, 64, 0, 98, 0, 0, 98, 0
4.800000000000002, 33, 65, 0, 98, 0, 0, 98, 0
5.000000000000002, 32, 67, 0, 98, 0, 0, 98, 0
5.200000000000002, 32, 67, 0, 98, 0, 0, 98, 0
5.400000000000002, 30, 69, 0, 98, 0, 0, 98, 0
5.600000000000002, 30, 69, 0, 98, 0, 0, 98, 0
5.8000000000000025, 30, 69, 0, 98, 0, 0, 98, 0
6.000000000000003, 30, 69, 0, 98, 0, 0, 98, 0
6.200000000000003, 30, 69, 0, 98, 0, 0, 98, 0
6.400000000000003, 30, 69, 0, 98, 0, 0, 98, 0
6.600000000000003, 30, 69, 0, 98, 0, 0, 98, 0
6.800000000000003, 29, 70, 0, 98, 0, 0, 98, 0
7.0000000000000036, 29, 70, 0, 98, 0, 0, 98, 0
7.200000000000004, 29, 70, 0, 98, 0, 0, 98, 0
7.400000000000004, 29, 70, 0, 98, 0, 0, 98, 0
7.600000000000004, 29, 70, 0, 98, 0, 0, 98, 0
7.800000000000004, 29, 70, 0, 98, 0, 0, 98, 0
8.000000000000004, 29, 70, 0, 98, 0, 0, 98, 0
8.200000000000003, 28, 71, 0, 98, 0, 0, 98, 0
8.400000000000002, 28, 71, 0, 99, 0, 0, 99, 0
8.600000000000001, 27, 72, 0, 99, 0, 0, 99, 0
8.8, 27, 72, 0, 99, 0, 0, 99, 0
9.0, 27, 72, 0, 99, 1, 0, 99, 0
9.2, 27, 72, 0, 99, 1, 0, 99, 0
9.399999999999999, 26, 73, 0, 98, 1, 0, 99, 0
9.599999999999998, 26, 73, 0, 100, 0, 0, 99, 0
9.799999999999997, 26, 73, 0, 99, 0, 0, 99, 0
9.999999999999996, 26, 73, 0, 99, 0, 0, 99, 0
10.199999999999996, 26, 73, 0, 99, 0, 0, 98, 1
10.399999999999995, 24, 75, 0, 98, 1, 0, 98, 0
10.599999999999994, 26, 72, 0, 97, 0, 0, 98, 0
10.799999999999994, 28, 70, 0, 99, 0, 0, 99, 0
10.999999999999993, 30, 69, 0, 97, 0, 0, 98, 0
11.199999999999992, 32, 67, 0, 98, 0, 0, 98, 0
11.399999999999991, 34, 65, 0, 96, 1, 0, 98, 0
11.59999999999999, 33, 66, 0, 96, 1, 0, 98, 0
11.79999999999999, 35, 65, 0, 98, 0, 0, 98, 1
11.99999999999999, 38, 60, 1, 95, 1, 0, 97, 1
12.199999999999989, 42, 58, 0, 98, 1, 0, 99, 0
12.399999999999988, 44, 56, 2, 96, 1, 0, 97, 2
12.599999999999987, 43, 55, 0, 95, 0, 0, 97, 0
12.799999999999986, 44, 55, 0, 97, 0, 0, 99, 0
12.999999999999986, 44, 53, 0, 96, 0, 0, 99, 0
13.199999999999985, 43, 55, 0, 97, 1, 0, 98, 1
13.399999999999984, 43, 55, 0, 97, 0, 0, 97, 0
13.599999999999984, 42, 55, 0, 96, 0, 0, 98, 0
13.799999999999983, 42, 56, 0, 97, 0, 0, 98, 0
13.999999999999982, 42, 57, 0, 98, 0, 0, 98, 0
14.199999999999982, 42, 57, 0, 98, 0, 0, 98, 0
14.39999999999998, 42, 57, 0, 98, 0, 0, 98, 0
14.59999999999998, 40, 59, 0, 98, 0, 0, 98, 0
14.79999999999998, 39, 60, 0, 98, 0, 0, 98, 0
14.999999999999979, 39, 60, 0, 98, 0, 0, 98, 0
15.199999999999978, 38, 61, 0, 98, 0, 0, 98, 0
15.399999999999977, 37, 62, 0, 98, 0, 0, 98, 0
15.599999999999977, 37, 62, 0, 98, 0, 0, 98, 0
15.799999999999976, 37, 62, 0, 98, 0, 0, 98, 0
15.999999999999975, 37, 62, 0, 98, 0, 0, 98, 0
16.199999999999974, 35, 64, 0, 98, 0, 0, 98, 0
16.399999999999974, 35, 64, 0, 98, 0, 0, 98, 0
16.599999999999973, 34, 65, 0, 98, 0, 0, 98, 0
16.799999999999972, 34, 65, 0, 98, 0, 0, 98, 0
16.99999999999997, 33, 66, 0, 98, 0, 0, 98, 0
17.19999999999997, 33, 66, 0, 99, 0, 0, 99, 0
17.39999999999997, 32, 67, 0, 98, 0, 0, 98, 1
17.59999999999997, 30, 69, 0, 99, 0, 0, 98, 1
17.79999999999997, 27, 72, 0, 99, 0, 0, 99, 0
17.999999999999968, 24, 74, 0, 99, 0, 0, 99, 0
18.199999999999967, 24, 75, 0, 99, 0, 0, 100, 0
18.399999999999967, 24, 75, 0, 99, 0, 1, 99, 0
18.599999999999966, 24, 75, 0, 99, 0, 0, 99, 1
18.799999999999965, 22, 76, 0, 99, 0, 0, 99, 1
18.999999999999964, 21, 78, 0, 99, 0, 0, 98, 1
19.199999999999964, 21, 78, 0, 99, 0, 0, 100, 0
19.399999999999963, 21, 77, 3, 92, 4, 0, 99, 1
19.599999999999962, 21, 77, 0, 93, 5, 0, 97, 1
19.79999999999996, 21, 78, 1, 92, 5, 0, 99, 0
19.99999999999996, 19, 80, 1, 95, 2, 0, 97, 1
20.19999999999996, 18, 81, 0, 96, 2, 0, 99, 0
