Time,!x,!y,!z,Protein(),Gate(),Gate2(),Gate3()
6385.27132586,271,3,0,274,4,0,26
6488.80045685,285,2,0,287,4,0,26
6590.22314255,293,1,0,294,4,0,26
6693.35285569,308,1,0,309,4,0,26
6793.789374,313,1,0,314,4,0,26
6894.73943588,316,1,0,317,4,0,26
6999.19276751,327,1,0,328,4,0,26
7100.62321078,342,1,0,343,4,0,26
7202.47275418,353,0,0,353,4,0,26
7302.59757521,356,0,0,356,4,0,26
7405.00682216,367,0,0,367,4,0,26
7505.24724113,379,0,0,379,4,0,26
7605.91361348,378,0,0,378,4,0,26
7706.06553526,367,0,0,367,4,0,26
7808.629049,361,0,0,361,4,0,26
7913.48819343,349,0,0,349,4,0,26
8014.67542309,322,0,5,327,1,0,29
8116.4498924,299,0,12,311,1,0,29
8218.02966494,261,0,19,280,1,0,29
8321.05695592,236,0,23,259,1,0,29
8422.05284766,209,0,32,241,1,0,29
8533.50408824,189,0,41,230,1,0,29
8635.08910683,169,0,52,221,1,0,29
8740.68298698,158,0,59,217,1,0,29
8841.87038832,149,0,60,209,1,0,29
8941.92072558,138,0,75,213,2,0,28
9044.53140263,127,0,94,221,2,0,28
9145.47311077,106,0,95,201,2,0,28
9246.93710798,93,0,107,200,2,0,28
9347.6478793,85,0,114,199,2,0,28
9449.51665091,74,0,127,201,2,0,28
9549.56741878,65,0,136,201,2,0,28
9651.54406797,62,0,144,206,2,0,28
9752.75607953,56,0,161,217,2,0,28
9855.48018159,47,0,167,214,3,0,27
9956.21650802,43,0,182,225,3,0,27
10058.9722998,41,0,195,236,4,0,26
10161.1656683,35,0,216,251,4,0,26
10261.3795004,34,0,237,271,4,0,26
10362.1888204,34,0,244,278,4,0,26
10462.9343257,32,0,250,282,5,0,25
10563.0090516,28,0,246,274,5,0,25
10668.7308066,28,0,290,318,5,0,25
10768.9527769,24,0,302,326,5,0,25
10869.1914804,23,0,319,342,5,0,25
10969.5022266,17,0,340,357,5,0,25
11070.2722838,15,0,362,377,5,0,25
11173.0824415,12,0,371,383,5,0,25
11273.4953815,10,0,410,420,5,0,25
11375.3760977,10,0,429,439,5,0,25
11475.432535,9,0,435,444,5,0,25
11575.6119415,8,0,437,445,5,0,25
11675.8343093,8,0,439,447,5,0,25
11777.4428927,7,0,446,453,5,0,25
11878.4816163,5,0,459,464,5,0,25
11978.6675411,5,0,464,469,5,0,25
12078.7172567,3,0,474,477,6,0,24
12179.0186668,1,0,490,491,6,0,24
12279.0506178,1,0,495,496,6,0,24
12380.1294806,1,0,502,503,6,0,24
12480.3504102,1,0,532,533,6,0,24
12581.309193,1,0,533,534,6,0,24
12681.4336203,1,0,534,535,6,0,24
12784.5156575,1,0,545,546,6,0,24
12884.6327732,1,0,542,543,6,0,24
12985.3486579,1,0,550,551,6,0,24
13085.5945833,0,0,554,554,6,0,24
13185.8467827,0,0,536,536,6,0,24
13288.5020263,0,0,540,540,6,0,24
13389.5649015,0,0,543,543,6,0,24
13489.8556237,0,0,546,546,6,0,24
13590.7158283,0,0,552,552,6,0,24
13691.415356,0,0,559,559,6,0,24
13791.7590156,0,0,564,564,6,0,24
13892.7802564,0,0,561,561,6,0,24
13993.2508101,0,0,565,565,6,0,24
14094.0912906,0,0,576,576,6,0,24
14194.1751394,0,3,586,589,1,0,29
14299.0842077,0,15,536,551,1,0,29
14401.3479298,0,25,476,501,1,0,29
14501.6037955,0,25,430,455,1,0,29
14602.5769244,0,34,386,420,1,0,29
14704.7452908,0,44,355,399,1,0,29
14805.1299062,0,55,312,367,1,0,29
14911.1793925,0,62,281,343,1,0,29
15012.8450584,0,65,248,313,1,0,29
15112.9696082,0,71,221,292,1,0,29
15215.9163322,0,74,202,276,1,0,29
15318.7498287,0,67,188,255,1,0,29
15418.7580246,0,70,175,245,1,0,29
15520.8174785,0,78,151,229,2,0,28
15620.8527621,0,92,129,221,2,0,28
15723.0186881,0,104,113,217,2,0,28
15831.4722976,0,111,103,214,2,0,28
15934.7636407,0,127,93,220,2,0,28
16034.9740922,0,135,80,215,2,0,28
16136.8747098,0,144,73,217,2,0,28
16241.0007,0,151,63,214,2,0,28
16341.6191497,0,152,59,211,2,0,28
16442.9767746,0,150,52,202,2,0,28
16543.9244425,0,155,49,204,2,0,28
16646.9560996,0,156,42,198,2,0,28
16747.1134712,0,163,37,200,3,0,27
16851.1025767,0,172,37,209,3,0,27
16954.0885164,0,182,34,216,3,0,27
17056.8110905,0,191,27,218,3,0,27
17159.3333533,0,203,24,227,3,0,27
17263.6837786,0,214,22,236,3,0,27
17366.0110478,0,214,20,234,3,0,27
17466.5508849,0,225,18,243,3,0,27
17569.0593832,0,234,18,252,3,0,27
17669.2651985,0,241,17,258,3,0,27
17770.499001,0,248,16,264,3,0,27
17870.7957995,0,253,14,267,3,0,27
17971.5515439,0,256,14,270,3,0,27
18072.4588919,0,256,11,267,3,0,27
18173.3771426,0,258,10,268,3,0,27
18278.5025035,0,273,10,283,3,0,27
18385.3294358,0,277,10,287,3,0,27
18486.545972,0,267,9,276,3,0,27
18586.6357536,0,283,9,292,3,0,27
18688.8756361,0,295,9,304,3,0,27
18793.0897105,0,297,9,306,3,0,27
18893.2410207,0,304,9,313,3,0,27
18996.1614034,0,310,8,318,3,0,27
19097.2263957,0,306,6,312,3,0,27
19198.1436707,0,307,6,313,3,0,27
19298.9476657,0,305,5,310,3,0,27
19401.2325454,0,303,5,308,3,0,27
19501.6624738,0,297,5,302,3,0,27
19602.7226371,0,292,4,296,3,0,27
19705.430853,0,290,3,293,3,0,27
19810.896652,0,291,3,294,3,0,27
19913.2346514,0,308,2,310,3,0,27
20017.9269418,0,307,2,309,3,0,27
20120.026749,0,312,0,312,3,0,27
20224.1073989,0,306,0,306,3,0,27
20325.0761552,0,313,0,313,3,0,27
20425.9798894,0,319,0,319,3,0,27
20527.2611156,0,306,0,306,3,0,27
20628.6278325,0,305,0,305,3,0,27
20729.7078488,0,301,0,301,3,0,27
20830.8832988,0,302,0,302,3,0,27
20931.1753844,0,309,0,309,3,0,27
21033.6155832,6,283,0,289,1,0,29
21138.3125968,11,255,0,266,1,0,29
21253.5347811,21,233,0,254,1,0,29
21353.9916273,26,209,0,235,1,0,29
21460.399358,30,198,0,228,1,0,29
21571.5065302,35,179,0,214,1,0,29
21673.5630505,47,161,0,208,1,0,29
21774.4913397,53,147,0,200,1,0,29
21874.8793644,64,130,0,194,1,0,29
21976.0903936,70,115,0,185,1,0,29
22076.5931207,75,101,0,176,1,0,29
22177.422164,81,91,0,172,1,0,29
22282.3453442,84,80,0,164,1,0,29
22383.8943515,90,70,0,160,1,0,29
22488.1934994,88,60,0,148,1,0,29
22590.3835216,98,55,0,153,2,0,28
22691.8057566,114,47,0,161,2,0,28
22795.7031002,125,43,0,168,2,0,28
22895.7611983,127,39,0,166,2,0,28
22998.2307911,140,34,0,174,2,0,28
23102.0418777,154,30,0,184,2,0,28
23210.7439443,157,29,0,186,2,0,28
23312.9060148,160,26,0,186,2,0,28
23416.9364473,164,22,0,186,3,0,27
23517.4969246,173,20,0,193,3,0,27
23620.1513567,188,18,0,206,3,0,27
23721.4361229,200,18,0,218,3,0,27
23823.5761749,223,14,0,237,3,0,27
23926.03359,233,10,0,243,3,0,27
24027.0822156,241,9,0,250,3,0,27
24127.2853605,244,9,0,253,5,0,25
24227.5133749,256,8,0,264,5,0,25
24328.9644056,279,6,0,285,5,0,25
24429.5271729,304,6,0,310,5,0,25
24531.9161733,316,6,0,322,5,0,25
24632.2900481,326,6,0,332,5,0,25
24732.9454289,332,5,0,337,5,0,25
24833.0462488,352,4,0,356,5,0,25
24933.8772935,378,3,0,381,5,0,25
25034.3046955,389,3,0,392,5,0,25
25135.2959189,385,3,0,388,5,0,25
25237.770197,393,3,0,396,5,0,25
25338.4952561,387,3,0,390,5,0,25
25439.9648799,403,3,0,406,5,0,25
25540.3059557,414,3,0,417,5,0,25
25640.8590819,419,3,0,422,5,0,25
25741.7587454,422,3,0,425,5,0,25
25841.7609095,434,3,0,437,5,0,25
25942.9750491,434,3,0,437,5,0,25
26045.238085,450,3,0,453,5,0,25
26146.364123,461,2,0,463,5,0,25
26246.3747945,470,2,0,472,5,0,25
26346.6663162,472,2,0,474,5,0,25
26447.8245704,488,2,0,490,5,0,25
26548.431895,482,2,0,484,5,0,25
26649.3313147,482,1,0,483,5,0,25
26750.4030027,491,1,0,492,5,0,25
26852.3639884,490,1,0,491,5,0,25
26953.2454433,492,1,0,493,5,0,25
27053.7967965,496,1,0,497,5,0,25
27153.91187,490,0,0,490,5,0,25
27254.4344226,481,0,0,481,5,0,25
27355.7456673,489,0,2,491,1,0,29
27457.6703534,442,0,10,452,1,0,29
27557.741509,402,0,19,421,1,0,29
27659.2450719,360,0,34,394,1,0,29
27763.5337798,332,0,41,373,1,0,29
27868.6935302,300,0,47,347,1,0,29
27969.1594035,261,0,51,312,1,0,29
28070.7999844,239,0,51,290,1,0,29
28172.3484149,215,0,51,266,1,0,29
28272.3547123,194,0,55,249,1,0,29
28376.3490818,182,0,57,239,1,0,29
28476.6486722,164,0,64,228,2,0,28
28578.0076733,150,0,85,235,2,0,28
28678.4725772,133,0,105,238,2,0,28
28778.9719929,126,0,113,239,2,0,28
28879.4351111,115,0,115,230,2,0,28
28989.8094323,103,0,125,228,2,0,28
29090.026364,93,0,121,214,2,0,28
29192.0319449,84,0,126,210,2,0,28
29292.4694916,75,0,133,208,2,0,28
29393.4131817,67,0,139,206,2,0,28
29494.0386571,62,0,141,203,2,0,28
29596.2687485,56,0,146,202,3,0,27
29698.4098652,53,0,165,218,3,0,27
29799.732012,50,0,180,230,3,0,27
29900.6009896,46,0,187,233,3,0,27
30001.4610381,44,0,199,243,3,0,27
30104.4923612,41,0,218,259,3,0,27
30204.7915798,38,0,222,260,3,0,27
30307.9581835,36,0,232,268,3,0,27
30408.2861854,30,0,238,268,3,0,27
30508.9290246,26,0,237,263,3,0,27
30612.6456337,25,0,231,256,3,0,27
30714.0801647,23,0,246,269,3,0,27
30814.921289,22,0,247,269,3,0,27
30915.4779861,20,0,247,267,3,0,27
31016.994268,18,0,252,270,3,0,27
31118.1481807,17,0,261,278,4,0,26
31218.1705976,15,0,288,303,4,0,26
31318.3612336,14,0,305,319,4,0,26
31418.4873349,11,0,308,319,4,0,26
31520.2138092,11,0,317,328,4,0,26
31620.7675875,10,0,330,340,4,0,26
31720.9245197,10,0,344,354,5,0,25
31822.0659368,10,0,353,363,5,0,25
31923.0131288,10,0,363,373,5,0,25
32025.9662217,9,0,374,383,5,0,25
32127.3148448,9,0,384,393,5,0,25
32228.078079,7,0,390,397,5,0,25
32329.482778,7,0,396,403,5,0,25
32432.662852,7,0,410,417,5,0,25
32532.7801678,7,0,425,432,5,0,25
32633.990237,7,0,430,437,5,0,25
32734.0768991,6,0,425,431,5,0,25
32835.2735524,6,0,444,450,5,0,25
32936.8833441,5,0,467,472,6,0,24
33039.0479473,5,0,494,499,6,0,24
33139.7230329,5,0,508,513,6,0,24
33239.9245749,5,0,506,511,6,0,24
33340.4627767,4,0,523,527,6,0,24
33440.5233361,4,0,536,540,7,0,23
33540.5988116,4,0,549,553,7,0,23
33641.013571,4,0,570,574,7,0,23
33741.4227444,4,0,568,572,7,0,23
33842.140138,4,0,566,570,7,0,23
33942.1736566,2,0,570,572,7,0,23
34044.5581518,2,0,598,600,7,0,23
34145.6304708,2,0,591,593,7,0,23
34245.6749361,2,0,609,611,8,0,22
34345.8797174,2,0,636,638,8,0,22
34446.4401375,2,0,671,673,8,0,22
34547.8112154,2,0,695,697,8,0,22
34648.8084859,2,0,725,727,8,0,22
34749.1000894,2,0,741,743,8,0,22
34849.1626388,2,0,744,746,8,0,22
34949.3039837,2,0,766,768,8,0,22
35049.6533117,2,0,761,763,8,0,22
35150.0585069,2,0,746,748,8,0,22
35250.1001346,2,0,736,738,8,0,22
35350.697916,2,0,739,741,8,0,22
35451.052181,1,0,763,764,8,0,22
35551.454689,0,0,768,768,8,0,22
35652.14668,0,0,749,749,8,0,22
35753.4803538,0,0,758,758,8,0,22
35853.6006424,0,0,761,761,8,0,22
35954.4744457,0,0,762,762,8,0,22
36055.2703217,0,0,771,771,8,0,22
36155.2772105,0,0,782,782,8,0,22
36255.3197199,0,0,814,814,8,0,22
36355.3553128,0,0,817,817,8,0,22
36456.6719954,0,0,809,809,8,0,22
36557.0951229,0,0,824,824,8,0,22
36657.4572195,0,0,826,826,8,0,22
36757.7599377,0,0,851,851,8,0,22
36857.805571,0,0,837,837,8,0,22
36959.5321956,0,0,833,833,8,0,22
37061.789608,0,0,843,843,8,0,22
37162.0742977,0,0,847,847,8,0,22
37262.3824882,0,0,838,838,8,0,22
37363.1022984,0,0,835,835,8,0,22
37463.703163,0,0,818,818,8,0,22
37564.1438312,0,0,807,807,8,0,22
37664.6040292,0,0,800,800,8,0,22
37764.7003652,0,11,724,735,1,0,29
37865.7593607,0,29,652,681,2,0,28
37966.3406925,0,46,587,633,3,0,27
38067.0298168,0,77,529,606,3,0,27
38169.0242608,0,99,464,563,3,0,27
38269.9105529,0,117,428,545,3,0,27
38371.8818062,0,131,390,521,3,0,27
38472.0663058,0,137,356,493,3,0,27
38575.4795763,0,152,321,473,3,0,27
38676.1575619,0,157,294,451,3,0,27
38780.1060402,0,175,260,435,3,0,27
38880.5388718,0,177,236,413,3,0,27
38980.9948725,0,199,218,417,3,0,27
39081.0865747,0,207,200,407,3,0,27
39185.0114152,0,221,178,399,3,0,27
39285.4779455,0,230,163,393,3,0,27
39387.0892424,0,240,146,386,3,0,27
39487.5835727,0,248,134,382,3,0,27
39590.2084413,0,268,118,386,3,0,27
39690.6614633,0,283,106,389,3,0,27
39791.3949133,0,288,95,383,3,0,27
39893.9609603,0,287,84,371,3,0,27
39994.776519,0,282,77,359,3,0,27
40095.4874693,0,273,72,345,3,0,27
40196.1432835,0,273,65,338,3,0,27
40297.4326392,0,268,58,326,3,0,27
40397.4922296,0,284,51,335,3,0,27
40497.7796754,0,287,47,334,3,0,27
40602.2728126,0,287,41,328,3,0,27
40703.4530302,0,294,40,334,3,0,27
40803.9046227,0,295,37,332,3,0,27
40904.5650766,0,297,33,330,3,0,27
41007.0953164,0,300,32,332,3,0,27
41110.381021,0,311,30,341,3,0,27
41212.883361,0,309,26,335,3,0,27
41315.9730363,0,307,25,332,3,0,27
41416.1778121,0,307,25,332,3,0,27
41517.7746568,0,314,23,337,3,0,27
41620.1686696,0,303,20,323,3,0,27
41720.9862165,0,313,18,331,3,0,27
41821.0465475,0,309,17,326,3,0,27
41922.7027868,0,308,15,323,3,0,27
42029.0305498,0,307,15,322,3,0,27
42129.1949106,0,307,14,321,3,0,27
42229.2608332,0,314,14,328,3,0,27
42331.0667665,0,296,13,309,3,0,27
42431.8700272,0,295,13,308,3,0,27
42532.9854589,0,277,12,289,3,0,27
42633.8531647,0,280,12,292,3,0,27
42738.7451379,0,282,11,293,3,0,27
42839.4166006,0,282,9,291,3,0,27
42939.4247673,0,290,8,298,3,0,27
43042.4656537,0,297,7,304,4,0,26
43144.4541721,0,313,7,320,4,0,26
43244.6565448,0,316,7,323,4,0,26
43345.8967994,0,319,5,324,4,0,26
43448.650685,0,332,4,336,4,0,26
43551.2428232,0,337,2,339,4,0,26
43652.2597334,0,339,2,341,4,0,26
43753.478955,0,352,2,354,4,0,26
43854.5759518,0,361,2,363,4,0,26
43956.3811755,0,355,2,357,4,0,26
44056.485022,0,363,2,365,4,0,26
44158.2502069,0,370,1,371,5,0,25
44259.8401202,0,385,1,386,5,0,25
44360.3360593,0,394,1,395,5,0,25
44460.9583244,0,406,1,407,5,0,25
44561.0948951,0,422,0,422,5,0,25
44661.2152879,0,440,0,440,5,0,25
44763.2031701,0,434,0,434,5,0,25
44863.9438402,0,437,0,437,5,0,25
44964.5419322,0,455,0,455,5,0,25
45065.2487325,0,456,0,456,5,0,25
45166.0977053,0,463,0,463,5,0,25
45266.8509002,0,464,0,464,5,0,25
45368.1132651,0,466,0,466,5,0,25
45468.4874503,0,483,0,483,5,0,25
45570.2999287,0,495,0,495,5,0,25
45672.3504764,0,498,0,498,6,0,24
45772.933561,0,506,0,506,6,0,24
45874.2933418,0,509,0,509,6,0,24
45974.8251438,0,538,0,538,6,0,24
46076.1814187,0,540,0,540,6,0,24
46176.7118702,7,502,0,509,1,0,29
46279.6206768,15,451,0,466,2,0,28
46379.8373288,37,396,0,433,2,0,28
46480.6234027,45,356,0,401,3,0,27
46581.0837452,77,321,0,398,3,0,27
46681.6894267,102,286,0,388,3,0,27
46782.593279,127,249,0,376,3,0,27
46887.6242675,137,220,0,357,3,0,27
46989.7484569,160,200,0,360,3,0,27
47090.519322,173,180,0,353,3,0,27
47191.0274539,176,158,0,334,3,0,27
47291.7375905,182,137,0,319,3,0,27
47393.2473461,206,124,0,330,3,0,27
47493.9182237,214,110,0,324,3,0,27
47600.2297065,233,97,0,330,3,0,27
47700.4256778,233,80,0,313,3,0,27
47802.0961119,231,77,0,308,3,0,27
47903.8070038,232,71,0,303,3,0,27
48004.3494016,241,68,0,309,3,0,27
48105.1313131,248,60,0,308,3,0,27
48205.7660142,253,57,0,310,3,0,27
48308.5448296,255,52,0,307,3,0,27
48409.7980993,253,49,0,302,3,0,27
48514.8451774,241,43,0,284,3,0,27
48614.8667988,250,38,0,288,3,0,27
48716.0507588,235,34,0,269,3,0,27
48816.0943016,232,32,0,264,3,0,27
48920.4861028,232,29,0,261,3,0,27
49022.3283786,227,24,0,251,3,0,27
49124.7403764,227,23,0,250,3,0,27
49225.612819,233,22,0,255,3,0,27
49325.6306501,244,21,0,265,3,0,27
49426.0829835,247,17,0,264,3,0,27
49527.0975868,257,15,0,272,3,0,27
49632.9366604,276,14,0,290,3,0,27
49737.0028399,287,12,0,299,3,0,27
49837.509238,303,12,0,315,3,0,27
49937.6471059,316,11,0,327,3,0,27
50039.1719281,318,10,0,328,3,0,27
50141.1521704,323,9,0,332,3,0,27
50241.6437053,338,9,0,347,3,0,27
50342.7235683,330,8,0,338,3,0,27
50444.1848919,322,7,0,329,3,0,27
50544.7725023,328,6,0,334,3,0,27
50644.9396773,318,6,0,324,3,0,27
50749.6248729,314,5,0,319,3,0,27
50850.8390577,322,4,0,326,3,0,27
50950.8587938,323,4,0,327,3,0,27
51051.6358629,329,4,0,333,3,0,27
51153.2824172,327,4,0,331,3,0,27
51253.9152465,333,4,0,337,4,0,26
51355.3135144,346,2,0,348,5,0,25
51458.0822127,363,2,0,365,5,0,25
51558.1483114,375,2,0,377,5,0,25
51658.7266233,394,1,0,395,5,0,25
51763.0848868,401,1,0,402,5,0,25
51864.6631973,408,1,0,409,5,0,25
51965.3207351,409,1,0,410,5,0,25
52067.3331729,407,1,0,408,5,0,25
52167.5450332,417,1,0,418,5,0,25
52271.8684122,424,1,0,425,5,0,25
52374.6689272,426,0,0,426,5,0,25
52478.0562192,436,0,0,436,5,0,25
52578.5183184,451,0,0,451,5,0,25
52679.0148455,440,0,0,440,5,0,25
52779.1194757,433,0,0,433,5,0,25
52881.4745908,450,0,0,450,5,0,25
52985.5139748,458,0,0,458,5,0,25
53086.8007277,474,0,0,474,5,0,25
53188.4703477,474,0,0,474,6,0,24
53289.3430929,409,0,16,425,1,0,29
53389.5622702,364,0,27,391,1,0,29
53490.2494419,329,0,31,360,1,0,29
53591.3617684,298,0,51,349,2,0,28
53691.8905114,262,0,68,330,2,0,28
53792.8360824,232,0,77,309,2,0,28
53893.7779122,202,0,87,289,2,0,28
53994.9414849,179,0,96,275,2,0,28
54097.6572715,160,0,107,267,2,0,28
54198.4255513,146,0,114,260,2,0,28
54304.8690431,136,0,123,259,2,0,28
54408.558098,124,0,139,263,2,0,28
54519.8376169,109,0,145,254,2,0,28
54620.0522038,97,0,144,241,2,0,28
54723.3847188,86,0,145,231,2,0,28
54825.1309328,76,0,152,228,2,0,28
54925.606697,71,0,157,228,2,0,28
55025.9964644,66,0,164,230,2,0,28
55126.4981274,57,0,165,222,2,0,28
55235.7319564,54,0,164,218,2,0,28
55348.7380648,49,0,180,229,2,0,28
55449.6513515,45,0,182,227,2,0,28
55549.9857546,41,0,197,238,2,0,28
55652.0462922,39,0,195,234,2,0,28
55758.5329629,37,0,197,234,2,0,28
55864.532066,32,0,194,226,2,0,28
55966.8897055,30,0,194,224,2,0,28
56067.9069738,29,0,194,223,2,0,28
56169.2930148,28,0,195,223,4,0,26
56269.3208396,25,0,227,252,4,0,26
56370.689355,22,0,237,259,4,0,26
56473.5625597,20,0,271,291,4,0,26
56576.1665255,18,0,277,295,4,0,26
56679.0259341,18,0,297,315,4,0,26
56780.1005462,16,0,305,321,4,0,26
56881.2713301,14,0,302,316,4,0,26
56981.4062294,14,0,308,322,4,0,26
57081.5947721,13,0,308,321,4,0,26
57181.6890713,13,0,313,326,4,0,26
57283.2695058,12,0,305,317,4,0,26
57384.2286619,11,0,311,322,4,0,26
57485.2158473,10,0,313,323,4,0,26
57586.4378043,9,0,328,337,4,0,26
57688.3509013,8,0,353,361,5,0,25
57789.7594005,7,0,361,368,5,0,25
57889.829896,6,0,371,377,5,0,25
57989.8998814,5,0,383,388,5,0,25
58090.5438738,4,0,393,397,5,0,25
58190.8240118,3,0,398,401,5,0,25
58291.1676474,3,0,409,412,5,0,25
58392.5445551,3,0,418,421,5,0,25
58493.4112917,2,0,426,428,5,0,25
58593.6319043,2,0,430,432,5,0,25
58694.0610795,2,0,422,424,5,0,25
58794.1875357,2,0,426,428,5,0,25
58894.4549316,2,0,426,428,5,0,25
58994.6434788,2,0,438,440,5,0,25
59096.1350697,2,0,447,449,5,0,25
59197.5149052,2,0,427,429,6,0,24
59300.8489228,2,0,446,448,6,0,24
59401.0936362,2,0,461,463,6,0,24
59501.9550588,2,0,489,491,6,0,24
59603.0581026,1,0,499,500,6,0,24
59704.2487761,1,0,519,520,6,0,24
59807.0502436,1,0,539,540,6,0,24
59907.2002304,1,0,550,551,6,0,24
60007.8710728,1,0,581,582,6,0,24
60108.2905039,1,0,582,583,6,0,24
60208.5658174,1,0,587,588,6,0,24
60309.4198466,1,0,581,582,6,0,24
60409.5904354,1,0,599,600,6,0,24
60509.8805363,1,0,618,619,6,0,24
60611.395957,1,0,610,611,6,0,24
60711.5317944,1,0,611,612,6,0,24
60811.9243978,1,0,631,632,6,0,24
60912.6697726,1,0,616,617,6,0,24
61013.296379,1,0,597,598,6,0,24
61114.2835676,1,0,587,588,6,0,24
61214.8055204,1,0,565,566,6,0,24
61316.8525226,1,0,553,554,6,0,24
61417.3570005,1,0,556,557,6,0,24
61517.3623884,1,0,559,560,6,0,24
61617.946229,0,0,554,554,6,0,24
61718.2249923,0,0,548,548,6,0,24
61818.4569244,0,0,554,554,6,0,24
61920.7188233,0,0,546,546,6,0,24
62021.5123811,0,0,576,576,6,0,24
62121.6106958,0,0,576,576,6,0,24
62222.1520348,0,0,585,585,6,0,24
62322.2380212,0,0,577,577,6,0,24
62422.3927759,0,0,592,592,7,0,23
62522.8059978,0,0,606,606,7,0,23
62623.0156734,0,0,617,617,7,0,23
62724.0460023,0,0,619,619,7,0,23
62824.0587997,0,0,625,625,7,0,23
62925.4976491,0,0,616,616,7,0,23
63026.0697295,0,0,633,633,7,0,23
63126.1746961,0,0,625,625,7,0,23
63227.4595903,0,0,628,628,8,0,22
63327.4769059,0,12,565,577,1,0,29
63427.9019698,0,19,498,517,1,0,29
63527.9503803,0,26,452,478,2,0,28
63631.2700604,0,48,393,441,2,0,28
63734.2706942,0,59,352,411,2,0,28
63837.8421642,0,76,321,397,2,0,28
63940.2456934,0,92,294,386,2,0,28
64045.730376,0,115,265,380,2,0,28
64148.4464484,0,123,240,363,2,0,28
64248.9589011,0,133,215,348,3,0,27
64349.4711632,0,148,197,345,3,0,27
64451.3479827,0,143,176,319,3,0,27
64552.487115,0,170,159,329,3,0,27
64658.6293254,0,170,138,308,3,0,27
64761.2784615,0,191,125,316,3,0,27
64861.9243969,0,201,120,321,3,0,27
64963.0353638,0,224,111,335,4,0,26
65066.6556897,0,251,100,351,4,0,26
65168.2882933,0,262,92,354,4,0,26
65270.0213757,0,271,85,356,4,0,26
65371.5295978,0,289,79,368,4,0,26
65472.751184,0,288,66,354,4,0,26
65573.568007,0,308,63,371,4,0,26
65675.042334,0,338,59,397,4,0,26
65775.5435738,0,333,54,387,5,0,25
65876.7773993,0,358,53,411,5,0,25
65980.5628011,0,376,53,429,5,0,25
66082.7287336,0,392,48,440,5,0,25
66183.1823127,0,404,43,447,5,0,25
66283.8710868,0,403,38,441,5,0,25
66384.4539317,0,404,36,440,5,0,25
66484.8025941,0,394,34,428,5,0,25
66585.0299842,0,411,31,442,5,0,25
66685.8330087,0,435,27,462,5,0,25
66785.8611579,0,441,22,463,5,0,25
66887.1450488,0,458,20,478,5,0,25
66987.5940754,0,473,17,490,5,0,25
67089.4518828,0,480,15,495,6,0,24
67189.7143891,0,503,14,517,6,0,24
67290.666325,0,510,12,522,6,0,24
67390.7745424,0,512,11,523,6,0,24
67492.8257903,0,520,10,530,6,0,24
67592.9537403,0,538,10,548,6,0,24
