Time,KKK(),KKKst(),KK(),KK_PP(),KK_P(),K(),K_PP(),K_P()
6.82454954482,92,1,36,8,36,2,72,12
6.82510636438,92,1,36,7,36,2,72,11
6.82556079052,92,1,36,6,36,2,72,10
6.8284863587,92,1,36,7,36,2,73,10
6.82857607192,92,1,36,8,36,2,73,11
6.82978290517,92,1,36,9,36,2,74,11
6.83695733503,92,2,36,9,37,2,74,11
6.83892444934,92,1,36,9,36,2,74,11
6.83942587811,92,0,35,9,36,2,74,11
6.84175173067,92,0,35,8,36,2,74,10
6.84283054171,92,0,35,7,36,2,74,9
6.84778784481,92,0,35,6,36,2,74,8
6.8569438776,92,1,35,7,36,2,74,8
6.86332843794,92,2,36,7,36,2,74,8
6.86404081021,92,2,36,8,36,2,75,8
6.86545983017,92,1,36,8,35,2,75,8
6.86615207324,92,1,36,9,35,2,75,9
6.86798074113,92,1,36,8,35,2,75,8
6.86809943722,92,1,36,7,35,2,75,7
6.87134783371,92,1,36,8,35,2,76,7
6.87534202366,92,1,36,9,35,2,77,7
6.8825436562,92,1,36,10,35,2,77,8
6.88271988496,92,2,36,11,35,2,77,8
6.88404610932,92,2,36,10,35,1,77,8
6.88541586461,92,2,36,11,35,1,77,9
6.89381894526,92,2,36,12,35,1,78,9
6.89546469107,92,1,35,12,35,1,78,9
6.90010447872,92,1,35,13,35,1,79,9
6.9019087632,92,1,35,12,35,1,79,8
6.92050700833,92,1,35,11,35,1,79,7
6.92201333916,92,1,35,10,35,1,79,6
6.92459190569,92,0,35,10,34,1,79,6
6.92461058937,92,0,35,11,34,1,80,6
6.92641629007,92,0,35,10,34,1,80,5
6.92776713825,92,1,35,11,34,1,80,5
6.92838177601,92,1,35,12,34,1,80,6
6.92838391803,92,1,35,13,34,1,81,6
6.92967322623,92,1,35,12,34,1,81,5
6.92972529934,92,1,35,11,34,0,81,5
6.93976709018,92,1,35,12,34,0,82,5
6.94004388233,92,1,35,12,34,1,82,5
6.94037875805,92,1,35,11,34,1,82,4
6.94066857205,92,2,35,12,34,1,82,4
6.94073413511,92,2,35,11,34,1,82,3
6.94141503334,92,2,35,11,34,1,81,3
6.94510196403,92,1,34,11,34,1,81,3
6.94929082132,92,1,34,12,34,1,82,3
6.9526965148,92,1,34,13,34,1,82,4
6.95371658705,92,1,34,12,34,1,82,3
6.9540895357,92,1,34,13,34,1,83,3
6.95453309912,92,1,34,12,34,1,83,2
6.96350166385,92,2,34,12,35,1,83,2
6.96513167596,92,2,34,13,35,1,84,2
6.96523540223,92,1,33,13,35,1,84,2
6.97137276544,92,1,33,14,35,1,85,2
6.97291618092,92,1,33,15,35,1,86,2
6.97433124262,92,0,32,15,35,1,86,2
6.97954398191,92,0,32,14,35,0,86,2
6.98848126482,92,0,32,13,35,0,86,1
6.99040373222,92,0,32,14,35,0,87,1
6.99095798368,92,1,32,14,36,0,87,1
6.99758342998,92,1,32,15,36,0,87,2
6.99924533503,92,2,32,15,37,0,87,2
7.0040314648,92,1,31,15,37,0,87,2
7.01882931254,92,1,31,16,37,0,88,2
7.01974129367,92,1,31,15,37,0,88,1
7.01992616693,92,0,31,15,36,0,88,1
7.03514198961,92,0,31,16,36,0,89,1
7.04705731463,92,0,31,17,36,0,90,1
7.05411507713,92,1,31,17,37,0,90,1
7.05567086765,92,1,31,18,37,0,91,1
7.05597560461,92,0,30,18,37,0,91,1
7.06470071849,92,0,30,19,37,0,92,1
7.07536342978,92,0,30,20,37,0,92,2
7.07644512946,92,0,30,21,37,0,92,3
7.07976240797,92,0,30,20,37,0,92,2
7.09965763103,92,1,31,20,37,0,92,2
7.10007872783,92,0,30,20,37,0,92,2
7.10227822907,92,0,30,19,37,0,92,1
7.10662752073,92,0,30,18,37,0,92,0
7.12051533399,92,1,30,18,38,0,92,0
7.12168004226,92,1,30,19,38,0,92,1
7.12785219201,92,0,29,19,38,0,92,1
7.13371266118,92,0,29,20,38,0,93,1
7.15348935419,92,1,30,20,38,0,93,1
7.15372511935,92,2,30,20,39,0,93,1
7.15600839206,92,1,30,20,38,0,93,1
7.15645252319,92,0,29,20,38,0,93,1
7.17443382385,92,1,30,20,38,0,93,1
7.1768496627,92,1,30,19,38,0,93,0
7.17963032644,92,0,29,19,38,0,93,0
7.19081481341,92,0,29,19,38,0,94,0
7.19742126791,92,0,29,20,38,0,94,1
7.20400200476,92,0,29,21,38,0,94,2
7.20502606347,92,0,29,21,38,0,93,2
7.20662557808,92,1,29,21,39,0,93,2
7.2144464409,92,2,29,22,39,0,93,2
7.21531865402,92,2,29,23,39,0,94,2
7.21597478361,92,1,29,23,38,0,94,2
7.22727247685,92,1,29,22,38,0,94,1
7.23703825517,92,0,28,22,38,0,94,1
7.24161605473,92,0,28,21,38,0,94,0
7.24599275351,92,0,28,22,38,0,95,0
7.27963727526,92,0,28,22,38,0,95,1
7.283860394,92,0,28,22,38,0,94,1
7.28411084128,92,0,28,21,38,0,94,0
7.29904840187,92,1,28,22,38,0,94,0
7.30201338678,92,0,28,22,37,0,94,0
7.32244001609,92,1,28,23,37,0,94,0
7.3232817702,92,0,28,23,36,0,94,0
7.33052566354,92,0,28,24,36,0,95,0
7.34654436252,92,1,28,24,37,0,95,0
7.3604526042,92,0,28,24,36,0,95,0
7.38703258705,92,1,28,24,37,0,95,0
7.41220811056,92,2,28,24,37,0,95,0
7.41346840306,91,2,28,24,37,0,95,0
7.41493951335,91,1,27,24,37,0,95,0
7.42561013059,91,1,27,25,37,0,96,0
7.43289442735,91,1,27,26,37,0,97,0
7.45293972116,91,2,27,27,37,0,97,0
7.45708724491,91,1,27,27,36,0,97,0
7.46019160217,91,0,26,27,36,0,97,0
7.46219278945,91,1,26,27,37,0,97,0
7.46624287991,91,0,26,27,36,0,97,0
7.48837045478,91,0,26,28,36,0,98,0
7.51042727528,91,1,26,29,36,0,98,0
7.51238411738,91,2,26,30,36,0,98,0
7.51375922723,91,1,26,30,35,0,98,0
7.51862803179,91,2,26,31,35,0,98,0
7.52147233603,91,1,26,31,34,0,98,0
7.5276310966,91,0,26,31,33,0,98,0
7.57977295637,91,1,26,32,33,0,98,0
7.60031140326,91,1,26,32,34,0,98,0
7.60823427918,91,0,26,32,33,0,98,0
7.61341970244,91,1,27,32,33,0,98,0
7.6177686774,91,0,27,32,32,0,98,0
7.63123767891,91,0,27,32,31,0,98,0
7.64915037141,91,1,27,33,31,0,98,0
7.67265329848,91,2,27,34,31,0,98,0
7.6757993694,91,1,26,34,31,0,98,0
7.6778705202,91,0,26,34,30,0,98,0
7.72304952947,91,1,26,35,30,0,98,0
7.74546282275,91,2,26,36,30,0,98,0
7.74947331753,91,1,26,36,29,0,98,0
7.74975046841,91,0,25,36,29,0,98,0
7.83982315662,91,1,25,36,30,0,98,0
7.84913686211,91,0,25,36,29,0,98,0
7.8877630649,91,1,25,37,29,0,98,0
7.8930191385,91,2,25,37,30,0,98,0
7.90499944537,91,1,24,37,30,0,98,0
7.91571068311,91,2,24,38,30,0,98,0
7.92288654005,91,1,24,38,29,0,98,0
7.94804949472,91,0,23,38,29,0,98,0
7.9487823317,91,1,23,38,30,0,98,0
7.9510021859,91,0,23,38,29,0,98,0
7.9696126785,91,1,23,38,30,0,98,0
7.97166995248,91,0,22,38,30,0,98,0
8.04784738617,91,1,22,39,30,0,98,0
8.05692754318,91,0,22,39,29,0,98,0
8.05963279856,91,1,22,40,29,0,98,0
8.05987661956,91,0,22,40,28,0,98,0
8.06528345194,91,1,22,40,29,0,98,0
8.06587004568,91,0,21,40,29,0,98,0
8.08392121017,91,1,21,40,30,0,98,0
8.0839679369,91,0,20,40,30,0,98,0
8.11368051849,91,1,20,41,30,0,98,0
8.11429094967,91,0,20,41,29,0,98,0
8.12316160684,91,0,20,42,29,0,99,0
8.12854730662,91,1,20,42,30,0,99,0
8.14808256485,91,0,19,42,30,0,99,0
8.16744032737,91,1,19,42,31,0,99,0
8.18315939103,91,0,19,42,30,0,99,0
8.20539159485,91,1,19,43,30,0,99,0
8.2088380771,91,0,18,43,30,0,99,0
8.21018015858,91,1,18,43,31,0,99,0
8.23523560055,91,0,18,43,30,0,99,0
8.24896670564,91,0,19,43,30,0,99,0
8.27291185273,91,0,19,42,30,0,99,0
8.27499413225,91,1,19,42,31,0,99,0
8.27547098809,91,1,19,42,32,0,99,0
8.28188445167,91,0,18,42,32,0,99,0
8.29090391139,91,0,18,42,31,0,99,0
8.29277260829,91,0,18,42,31,0,100,0
8.29564034681,91,0,18,42,31,0,99,0
8.31493951571,91,1,18,42,32,0,99,0
8.31995183539,91,0,17,42,32,0,99,0
8.5019597673,91,1,17,42,33,0,99,0
8.50367959599,91,2,17,42,34,0,99,0
8.51720333691,91,1,16,42,34,0,99,0
8.52096524753,91,0,16,42,33,0,99,0
8.57872975852,91,1,16,43,33,0,99,0
8.58314774287,91,0,16,43,32,0,99,0
8.61957088138,91,1,16,44,32,0,99,0
8.62154791838,91,0,16,44,31,0,99,0
8.6523634071,91,1,16,45,31,0,99,0
8.67820388719,91,2,16,46,31,0,99,0
8.68215468324,91,1,16,46,30,0,99,0
8.7021821389,91,0,15,46,30,0,99,0
8.70458701294,91,1,15,46,31,0,99,0
8.73833768562,91,2,15,47,31,0,99,0
8.74123166972,91,1,14,47,31,0,99,0
8.74718769072,91,0,13,47,31,0,99,0
8.76094519174,91,0,14,47,31,0,99,0
8.76474488105,91,0,14,46,31,0,99,0
8.78922078919,91,1,15,46,31,0,99,0
8.81180981352,91,0,15,46,30,0,99,0
8.81691804308,91,1,15,46,31,0,99,0
8.84994730437,91,0,14,46,31,0,99,0
8.85776644248,91,1,14,46,32,0,99,0
8.86511472319,91,0,14,46,31,0,99,0
8.89911010649,91,1,14,46,32,0,99,0
8.90124468558,91,0,14,46,31,0,99,0
8.93698816223,91,1,14,46,32,0,99,0
8.95046086342,91,0,13,46,32,0,99,0
8.97395233414,91,1,13,46,33,0,99,0
8.9919331878,91,0,12,46,33,0,99,0
8.99518156675,91,1,12,47,33,0,99,0
9.00304221896,91,0,12,47,32,0,99,0
9.01828976052,91,0,12,48,32,0,99,0
9.02708135048,91,0,12,48,31,0,99,0
9.12428028168,91,1,12,48,32,0,99,0
9.1257524753,91,0,12,48,31,0,99,0
9.19178017988,91,1,12,49,31,0,99,0
9.19787623293,91,2,12,50,31,0,99,0
9.19913813556,91,1,12,50,30,0,99,0
9.24813133729,91,0,11,50,30,0,99,0
9.27186862858,91,1,11,51,30,0,99,0
9.28685769484,91,0,10,51,30,0,99,0
9.37981706867,91,1,10,52,30,0,99,0
9.41264112839,91,0,10,52,29,0,99,0
9.41331633358,91,1,10,53,29,0,99,0
9.4184917787,91,0,10,53,28,0,99,0
9.46277481425,91,1,10,54,28,0,99,0
9.50013285937,91,0,10,54,27,0,99,0
9.52022235031,91,0,10,54,28,0,99,0
9.53446107583,91,1,10,55,28,0,99,0
9.56800571901,91,0,10,55,27,0,99,0
9.57093262207,91,0,10,54,27,0,99,0
9.61016044116,91,1,10,54,28,0,99,0
9.61651714823,91,0,9,54,28,0,99,0
9.63566403148,91,1,9,55,28,0,99,0
9.64969013798,91,0,9,55,27,0,99,0
9.68950701847,91,1,9,55,28,0,99,0
9.69654768066,91,0,9,55,27,0,99,0
9.71498829302,91,1,9,56,27,0,99,0
9.71531140648,91,2,9,57,27,0,99,0
9.73542507208,91,1,9,57,26,0,99,0
9.74897220092,91,2,9,57,27,0,99,0
9.75348141028,91,1,9,57,26,0,99,0
9.7561744059,91,0,9,57,25,0,99,0
9.76802174078,92,0,9,57,25,0,99,0
9.77524463824,92,1,9,58,25,0,99,0
9.778640472,91,1,9,58,25,0,99,0
9.80950620979,91,2,9,58,25,0,99,0
9.80959538442,91,1,8,58,25,0,99,0
9.82214086022,90,1,8,58,25,0,99,0
9.85531413616,90,0,8,58,24,0,99,0
9.86781897031,90,1,8,59,24,0,99,0
9.87413628319,90,2,8,60,24,0,99,0
9.88636845977,90,1,8,60,24,0,99,0
9.90025300988,90,2,8,61,24,0,99,0
9.90043664123,90,2,8,61,25,0,99,0
9.91045277128,90,3,8,62,25,0,99,0
9.91607634633,90,3,8,61,25,0,99,0
9.94425868312,90,2,8,61,24,0,99,0
9.94900023912,90,1,8,61,23,0,99,0
9.95227780368,90,2,8,61,24,0,99,0
9.96163746947,90,3,8,61,25,0,99,0
9.96579389343,90,2,8,61,24,0,99,0
9.97731396957,90,1,8,61,23,0,99,0
9.99869895175,90,2,8,62,23,0,99,0
10.0017026095,90,1,8,62,22,0,99,0
10.0223617224,90,2,8,63,22,0,99,0
10.0225246535,90,1,8,63,21,0,99,0
10.0322775884,90,0,8,63,20,0,99,0
10.0407878134,90,1,8,64,20,0,99,0
10.0432915499,90,2,8,65,20,0,99,0
10.0757254645,90,1,8,65,19,0,99,0
10.1077849156,90,2,8,66,19,0,99,0
10.1314640791,90,1,8,66,18,0,99,0
10.1370163238,90,2,8,67,18,0,99,0
10.1433135954,90,1,8,67,17,0,99,0
10.1451539782,90,2,8,68,17,0,99,0
10.1660340742,91,2,8,68,17,0,99,0
10.1726756567,90,2,8,68,17,0,99,0
10.1810651835,90,1,8,68,16,0,99,0
10.1967048913,90,2,8,69,16,0,99,0
10.1983881775,90,2,8,70,16,0,99,0
10.1996712992,90,2,8,70,15,0,99,0
10.2198808203,90,1,8,70,14,0,99,0
10.2212192196,90,0,7,70,14,0,99,0
10.2951513302,90,1,7,71,14,0,99,0
10.2993322199,90,0,6,71,14,0,99,0
10.3169658311,90,1,6,71,15,0,99,0
10.3617913665,90,1,7,71,15,0,99,0
10.3619078449,90,1,7,70,15,0,99,0
10.4031975741,90,2,7,70,16,0,99,0
10.4054562269,90,3,7,70,17,0,99,0
10.4145363831,90,2,7,70,16,0,99,0
10.4146882169,90,1,7,70,15,0,99,0
10.4316788633,90,2,7,71,15,0,99,0
10.4420030096,90,1,6,71,15,0,99,0
10.4554260482,90,0,5,71,15,0,99,0
10.4716553285,90,1,5,72,15,0,99,0
10.4746578017,90,2,5,73,15,0,99,0
10.4865030567,90,3,5,74,15,0,99,0
10.4917683566,90,2,5,74,14,0,99,0
10.5014715958,90,1,4,74,14,0,99,0
10.5019652291,90,0,4,74,13,0,99,0
10.5142040216,90,1,4,74,14,0,99,0
10.5215596134,90,2,4,75,14,0,99,0
10.5230762726,90,3,4,75,15,0,99,0
10.5264972408,90,4,4,76,15,0,99,0
10.5314043653,90,3,3,76,15,0,99,0
10.5635887808,90,2,3,76,14,0,99,0
10.5684211409,90,1,3,76,13,0,99,0
10.6100138894,90,0,3,76,12,0,99,0
10.6216690417,90,1,3,77,12,0,99,0
10.6367980193,90,2,3,78,12,0,99,0
10.6485924267,90,1,3,78,11,0,99,0
10.6582020607,90,2,3,79,11,0,99,0
10.658315264,90,3,3,79,11,0,99,0
10.6596386176,90,2,3,79,10,0,99,0
10.6628471711,89,2,3,79,10,0,99,0
10.6640752251,89,3,3,80,10,0,99,0
10.7171077822,89,2,3,80,9,0,99,0
10.7398128194,89,1,3,80,8,0,99,0
10.7404450763,89,0,3,80,7,0,99,0
10.7651119493,89,0,3,80,8,0,99,0
10.7676462122,89,0,3,79,8,0,99,0
10.76769708,89,1,3,80,8,0,99,0
10.7707449971,89,2,3,81,8,0,99,0
10.7869841084,89,3,3,82,8,0,99,0
10.7877975208,89,4,3,83,8,0,99,0
10.7991875183,89,3,2,83,8,0,99,0
10.8047297707,89,2,2,83,7,0,99,0
10.8079546807,89,3,2,84,7,0,99,0
10.8195111599,89,4,2,85,7,0,99,0
10.8231075437,90,4,2,85,7,0,99,0
10.8277972076,89,4,2,85,7,0,99,0
10.8469277726,89,4,2,85,7,0,100,0
10.8580349319,89,4,2,85,7,0,99,0
10.8640294916,89,3,2,85,6,0,99,0
10.877064077,89,2,2,85,5,0,99,0
10.9395530054,89,3,2,86,5,0,99,0
10.9502718253,89,4,2,87,5,0,99,0
10.9657478274,89,5,3,87,5,0,99,0
10.9995205144,89,5,3,87,6,0,99,0
11.0070961973,89,4,3,87,5,0,99,0
11.0162636932,89,4,3,87,4,0,99,0
11.0357568422,89,3,2,87,4,0,99,0
11.0624285377,89,4,2,87,5,0,99,0
11.0633395828,89,3,1,87,5,0,99,0
11.0752930971,89,4,2,87,5,0,99,0
11.1002813675,89,3,1,87,5,0,99,0
11.1125880372,89,4,1,87,6,0,99,0
11.1168224938,90,4,1,87,6,0,99,0
11.1188136775,90,3,0,87,6,0,99,0
11.1269748405,90,2,0,87,5,0,99,0
11.1275848076,90,3,0,87,6,0,99,0
11.1398795825,90,4,0,87,7,0,99,0
11.1407677292,90,5,0,87,8,0,99,0
11.1568829318,90,4,0,87,7,0,99,0
11.1683529102,90,5,0,88,7,0,99,0
11.1803233484,90,4,0,88,6,0,99,0
11.1905953956,90,5,0,88,7,0,99,0
11.1923332019,90,4,0,88,6,0,99,0
11.1963977951,90,3,0,88,5,0,99,0
11.2031401545,90,4,0,89,5,0,99,0
11.2035217697,91,4,0,89,5,0,99,0
11.2120152346,90,4,0,89,5,0,99,0
11.2238398403,90,5,0,90,5,0,99,0
11.2511306021,90,4,0,90,4,0,99,0
11.2764504263,90,5,0,90,5,0,99,0
11.3087823425,91,5,0,90,5,0,99,0
11.3281669073,91,4,0,90,4,0,99,0
11.3284216681,91,3,0,90,4,0,99,0
11.3349644489,90,3,0,90,4,0,99,0
11.3664836185,91,3,0,90,4,0,99,0
11.3671254419,91,4,0,91,4,0,99,0
11.380282132,91,5,0,92,4,0,99,0
11.4074736022,91,4,0,92,3,0,99,0
11.4792176809,91,3,0,92,2,0,99,0
11.4891730908,91,4,0,92,2,0,99,0
11.5085574251,90,4,0,92,2,0,99,0
11.5344526602,90,5,0,93,2,0,99,0
11.5358471074,90,6,0,94,2,0,99,0
11.5451886112,90,5,0,94,2,0,99,0
11.5685053546,90,4,0,94,1,0,99,0
11.6010249285,90,5,0,94,2,0,99,0
11.605802853,90,4,0,94,1,0,99,0
11.668335611,91,4,0,94,1,0,99,0
11.6763690634,90,4,0,94,1,0,99,0
11.6800519815,90,5,0,95,1,0,99,0
11.7733336842,90,5,0,95,2,0,99,0
11.8090573045,90,5,0,94,2,0,99,0
11.81172555,90,4,0,94,1,0,99,0
11.8219379553,90,5,0,95,1,0,99,0
11.8764324498,90,6,0,96,1,0,99,0
11.8896521899,90,6,0,96,1,0,100,0
11.9035766475,90,6,0,96,1,0,99,0
11.9129152743,90,7,0,97,1,0,99,0
11.9522225573,91,7,0,97,1,0,99,0
11.9692757497,91,6,0,97,0,0,99,0
11.9711221929,91,6,0,97,1,0,99,0
11.972531676,91,6,0,96,1,0,99,0
11.991853078,91,5,0,96,1,0,99,0
12.0686296608,91,4,0,96,0,0,99,0
12.1961465715,92,4,0,96,0,0,99,0
12.2695604329,92,5,0,97,0,0,99,0
12.350747514,92,4,0,97,0,0,99,0
12.360755915,92,4,0,97,0,0,100,0
12.3662228173,92,4,0,97,0,0,99,0
12.479527374,92,4,0,97,0,0,100,0
12.4817607884,92,4,0,97,0,0,99,0
12.4835496474,92,5,0,98,0,0,99,0
12.5256574319,93,5,0,98,0,0,99,0
12.5660810893,92,5,0,98,0,0,99,0
12.750688709,93,5,0,98,0,0,99,0
12.76098751,92,5,0,98,0,0,99,0
12.9364393492,92,6,0,98,0,0,99,0
13.0099845474,92,5,0,98,0,0,99,0
13.0913992011,92,5,0,98,0,0,100,0
13.1097444804,92,5,0,98,0,0,99,0
13.2586396538,92,6,0,98,0,0,99,0
13.2628430718,91,6,0,98,0,0,99,0
13.6059416148,91,6,0,99,0,0,99,0
13.6197350305,91,6,0,98,0,0,99,0
13.7863400388,91,6,0,98,0,0,100,0
13.7924336572,91,6,0,98,0,0,99,0
13.8050814596,91,6,0,99,0,0,99,0
13.8310545615,91,6,0,98,0,0,99,0
13.8401609912,91,7,0,98,0,0,99,0
13.8680700021,91,8,0,98,0,0,99,0
13.8721768511,90,8,0,98,0,0,99,0
14.2260560713,90,7,0,98,0,0,99,0
14.3390315038,91,7,0,98,0,0,99,0
14.3398270505,90,7,0,98,0,0,99,0
14.3782441337,91,7,0,98,0,0,99,0
14.4294609361,91,6,0,98,0,0,99,0
14.7071470191,91,7,0,98,1,0,99,0
14.7148017234,91,6,0,98,0,0,99,0
15.0371029157,91,7,0,98,0,0,99,0
15.0490375464,91,6,0,98,0,0,99,0
15.1160976333,91,6,0,98,0,0,99,1
15.1181011759,91,6,0,98,0,0,98,1
15.1197397367,91,6,0,97,0,0,98,0
15.1421981309,91,6,0,97,0,0,98,1
15.1452984778,91,6,0,97,0,0,97,1
15.1467680993,91,6,0,98,0,0,98,1
15.1512711096,91,6,0,97,0,0,98,0
15.1654666406,92,6,0,97,0,0,98,0
15.1801687756,92,7,0,98,0,0,98,0
15.3647322918,92,7,0,99,0,0,99,0
15.3933329955,92,6,0,99,0,0,99,0
15.4057980039,92,7,0,99,0,0,99,0
15.5380886726,92,6,0,99,0,0,99,0
15.5591559032,92,7,0,99,0,0,99,0
15.5662665863,91,7,0,99,0,0,99,0
15.6558019058,91,7,0,99,0,0,100,0
15.6604596499,91,7,0,99,0,0,99,0
15.6821954376,91,8,0,99,0,0,99,0
15.6861353117,90,8,0,99,0,0,99,0
15.797639631,91,8,0,99,0,0,99,0
15.8117858027,90,8,0,99,0,0,99,0
15.9840890029,90,8,0,99,1,0,99,0
15.9952136762,90,8,0,98,1,0,99,0
16.0638662899,90,7,0,98,0,0,99,0
16.2794419502,90,7,0,98,0,0,100,0
16.2959589467,90,7,0,98,0,0,99,0
16.5049321351,90,8,0,98,1,0,99,0
16.5290739089,91,8,0,98,1,0,99,0
16.5302979094,90,8,0,98,1,0,99,0
16.5713153394,90,9,0,98,1,0,99,0
16.5878761808,89,9,0,98,1,0,99,0
16.590011174,89,9,0,98,1,0,100,0
16.5906347019,89,9,0,98,1,0,99,0
16.6068420166,90,9,0,98,1,0,99,0
16.6217712609,90,8,0,98,0,0,99,0
16.7051057592,90,8,0,98,0,0,99,1
16.7051917524,90,8,0,98,0,0,98,1
16.7066736092,90,8,0,97,0,0,98,0
16.7322900206,90,8,0,98,0,0,99,0
16.7468492659,90,7,0,98,0,0,99,0
16.8621775015,90,8,0,98,0,0,99,0
16.8879611696,90,7,0,98,0,0,99,0
16.9168311435,90,7,0,98,0,0,99,1
16.9198033535,90,7,0,98,0,0,98,1
16.9219651887,90,7,0,98,1,0,98,1
16.9241815594,90,7,0,97,1,0,98,1
16.9642099998,90,7,0,96,1,0,98,0
17.0383574408,90,6,0,96,0,0,98,0
17.0686358247,91,6,0,96,0,0,98,0
17.1567955678,91,5,0,96,0,0,98,0
17.2140271167,91,6,0,97,0,0,98,0
17.3090764058,91,7,0,98,0,0,98,0
17.3819339985,91,7,0,98,1,0,98,0
17.3989527441,92,7,0,98,1,0,98,0
17.4035348203,91,7,0,98,1,0,98,0
17.4095163324,91,7,0,97,1,0,98,0
17.5567494347,91,6,0,97,0,0,98,0
17.7321932541,91,7,0,97,0,0,98,0
17.7568637882,91,7,0,98,0,0,98,0
17.7591279374,91,7,0,97,0,0,98,0
17.8227730191,91,8,0,97,0,0,98,0
17.823144399,90,8,0,97,0,0,98,0
17.828462712,90,7,0,97,0,0,98,0
17.8496797432,90,7,0,98,0,0,98,1
17.8511795681,90,7,0,97,0,0,98,0
17.9195668664,90,7,0,97,0,0,99,0
17.9322042398,90,7,0,97,0,0,98,0
17.9681777887,91,7,0,97,0,0,98,0
17.9951343183,91,6,0,97,0,0,98,0
18.0223123665,91,6,0,98,0,0,98,0
18.0263807536,91,6,0,97,0,0,98,0
18.0611129827,91,6,0,98,0,0,98,0
18.0617202923,91,6,0,97,0,0,98,0
18.2083476048,92,6,0,97,0,0,98,0
18.2381069803,91,6,0,97,0,0,98,0
18.2448596603,91,7,0,97,0,0,98,0
18.2565306064,91,6,0,97,0,0,98,0
18.3216658576,92,6,0,97,0,0,98,0
18.3434599948,92,7,0,97,1,0,98,0
18.3932933826,92,7,0,98,1,0,99,0
18.4424174845,92,7,0,99,1,0,99,0
18.4438400605,92,6,0,99,1,0,99,0
18.4485812713,92,6,0,98,1,0,99,0
18.4615927196,92,7,0,98,1,0,99,0
18.5503091382,92,6,0,98,0,0,99,0
18.6456763499,92,7,0,99,0,0,99,0
18.670685382,92,7,0,99,1,0,99,0
18.6709857572,92,7,0,98,1,0,99,0
18.848690622,92,6,0,98,1,0,99,0
18.8587098446,92,6,0,98,1,0,100,0
18.8601606077,92,6,0,98,1,0,99,0
18.9090011759,92,5,0,98,0,0,99,0
18.9625846141,93,5,0,98,0,0,99,0
18.9704432912,93,4,0,98,0,0,99,0
19.040173892,93,4,0,98,0,0,100,0
19.0403654212,93,4,0,98,0,0,99,0
19.1658639097,93,5,0,98,0,0,99,0
19.1748397329,93,6,0,99,0,0,99,0
19.2506901122,93,6,0,99,1,0,99,0
19.2607805105,93,6,0,98,1,0,99,0
19.312767603,93,5,0,98,1,0,99,0
19.3220095079,93,4,0,98,0,0,99,0
19.5638192746,93,4,0,98,0,0,99,1
19.5662552029,93,4,0,97,0,0,99,0
19.5697925666,93,4,0,97,0,0,98,0
19.5716368608,93,4,0,98,0,0,98,1
19.5845307747,93,4,0,97,0,0,98,0
19.6879759049,94,4,0,97,0,0,98,0
19.7439476216,94,3,0,97,0,0,98,0
19.833390535,95,3,0,97,0,0,98,0
19.8441784579,94,3,0,97,0,0,98,0
19.8618043313,94,3,0,98,0,0,98,0
19.8657649875,94,3,0,97,0,0,98,0
19.9213822449,95,3,0,97,0,0,98,0
19.9268533446,95,2,0,97,0,0,98,0
19.949348837,95,3,0,97,0,0,98,0
19.9494143632,94,3,0,97,0,0,98,0
19.9827344929,94,4,0,98,0,0,98,0
