Time, RNA A, RNA R, A, R
736.9054493160995, 2, 1, 34, 99
737.6004900562075, 3, 1, 36, 98
738.47728207255, 5, 1, 40, 97
739.2195039831711, 2, 1, 43, 95
740.0402625271124, 4, 1, 41, 95
740.8020933477201, 5, 1, 40, 95
741.7370410400245, 4, 1, 40, 95
742.405392180133, 8, 1, 44, 94
743.2678775273092, 8, 1, 42, 93
744.1550185858026, 9, 0, 41, 93
744.8156854290562, 9, 0, 42, 93
745.6134111214025, 5, 0, 44, 93
746.418841245897, 4, 0, 43, 92
747.2135164493886, 7, 0, 40, 92
748.0861390992076, 7, 0, 43, 91
748.8602020392937, 4, 0, 45, 88
749.6563761905875, 3, 0, 44, 88
750.4800827113702, 1, 0, 37, 88
751.2315263107492, 2, 0, 36, 87
752.031080581761, 4, 0, 32, 85
752.8500316921055, 8, 0, 33, 85
753.6092730923183, 5, 0, 38, 85
754.4127291442687, 3, 0, 37, 85
755.2130323650064, 9, 0, 42, 84
756.0554562235575, 4, 0, 49, 83
756.8236803333017, 3, 0, 46, 83
757.6441451076017, 5, 0, 43, 82
758.4228920772276, 5, 0, 43, 82
759.2374762694417, 4, 0, 40, 81
760.0064388919807, 7, 0, 44, 80
760.8009383758252, 7, 0, 49, 80
761.6995514178482, 8, 0, 51, 77
762.4050445720981, 5, 0, 48, 77
763.2045322932725, 7, 0, 47, 77
764.0435525986067, 7, 0, 50, 77
764.8247491235087, 5, 0, 55, 77
765.6272123548717, 6, 0, 57, 77
766.4032479969849, 7, 0, 57, 76
767.2251361500323, 5, 0, 54, 76
768.0546257430832, 4, 0, 55, 75
768.8734033134878, 1, 0, 51, 75
769.7214112231261, 1, 0, 49, 75
770.4014335780583, 2, 0, 44, 75
771.2798872843046, 2, 0, 40, 75
772.1870080343821, 4, 0, 41, 74
772.8480135002811, 4, 0, 39, 74
773.6334953739229, 9, 0, 41, 73
774.4325226284136, 10, 0, 46, 73
775.3142961425145, 3, 0, 45, 72
776.0048490180742, 7, 0, 46, 72
776.8184966745404, 8, 0, 54, 72
777.6010720275042, 9, 0, 53, 71
778.4232696704341, 6, 0, 58, 70
779.2040962104761, 4, 0, 59, 70
780.0425456625459, 1, 0, 56, 69
780.8367908108947, 2, 0, 55, 67
781.715640752202, 4, 0, 56, 65
782.4138950831392, 3, 0, 51, 65
783.2129015389886, 5, 0, 51, 63
784.363727818766, 4, 0, 47, 63
784.8094006336325, 3, 0, 45, 63
785.8159502183019, 4, 0, 37, 63
786.4402701454777, 6, 0, 42, 62
787.3603331628203, 1, 0, 40, 62
788.0057783296382, 4, 0, 41, 61
788.8005650664153, 1, 0, 40, 59
789.6333917828447, 3, 0, 40, 58
790.4316076669652, 4, 0, 39, 58
791.3897738677545, 2, 0, 36, 57
792.0724250050635, 4, 0, 37, 57
792.8464277637439, 4, 0, 42, 57
793.6489134684055, 5, 0, 40, 56
794.4286412823794, 5, 0, 34, 56
795.233348700676, 4, 0, 33, 56
796.2515822480415, 2, 0, 31, 56
796.8433123539124, 5, 0, 30, 56
797.6185842767943, 4, 0, 31, 56
798.4693071491783, 4, 0, 33, 56
799.3301988925842, 2, 0, 32, 55
